'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.310,0.195
0.003,-0.310,0.195
0.006,-0.310,0.195
0.008,-0.310,0.195
0.011,-0.310,0.195
0.014,-0.310,0.195
0.017,-0.310,0.195
0.019,-0.310,0.195
0.022,-0.290,0.195
0.025,-0.285,0.175
0.028,-0.295,0.175
0.031,-0.315,0.170
0.033,-0.305,0.170
0.036,-0.300,0.185
0.039,-0.280,0.185
0.042,-0.275,0.175
0.044,-0.275,0.170
0.047,-0.270,0.170
0.050,-0.260,0.195
0.053,-0.240,0.210
0.056,-0.225,0.205
0.058,-0.215,0.205
0.061,-0.205,0.160
0.064,-0.220,0.120
0.067,-0.205,0.115
0.069,-0.170,0.120
0.072,-0.150,0.145
0.075,-0.155,0.145
0.078,-0.140,0.145
0.081,-0.130,0.125
0.083,-0.115,0.120
0.086,-0.075,0.140
0.089,-0.050,0.135
0.092,-0.060,0.130
0.094,-0.050,0.130
0.097,-0.040,0.125
0.100,-0.015,0.145
0.103,0.005,0.145
0.106,0.030,0.150
0.108,0.045,0.125
0.111,0.070,0.110
0.114,0.080,0.120
0.117,0.105,0.145
0.119,0.130,0.170
0.122,0.185,0.170
0.125,0.225,0.165
0.128,0.255,0.155
0.131,0.270,0.130
0.133,0.305,0.120
0.136,0.345,0.120
0.139,0.400,0.115
0.142,0.430,0.105
0.144,0.460,0.080
0.147,0.460,0.065
0.150,0.475,0.085
0.153,0.520,0.090
0.156,0.555,0.110
0.158,0.585,0.100
0.161,0.575,0.095
0.164,0.575,0.095
0.167,0.565,0.105
0.169,0.570,0.125
0.172,0.560,0.115
0.175,0.550,0.120
0.178,0.530,0.115
0.181,0.485,0.125
0.183,0.480,0.140
0.186,0.465,0.155
0.189,0.460,0.150
0.192,0.420,0.110
0.194,0.385,0.105
0.197,0.355,0.085
0.200,0.305,0.080
0.203,0.285,0.100
0.206,0.255,0.100
0.208,0.210,0.115
0.211,0.165,0.115
0.214,0.120,0.130
0.217,0.105,0.150
0.219,0.085,0.170
0.222,0.075,0.160
0.225,0.040,0.135
0.228,0.005,0.115
0.231,-0.040,0.100
0.233,-0.045,0.090
0.236,-0.055,0.100
0.239,-0.040,0.105
0.242,-0.070,0.105
0.244,-0.100,0.105
0.247,-0.125,0.115
0.250,-0.135,0.150
0.253,-0.140,0.175
0.256,-0.155,0.145
0.258,-0.190,0.120
0.261,-0.190,0.095
0.264,-0.195,0.100
0.267,-0.205,0.135
0.269,-0.200,0.145
0.272,-0.215,0.165
0.275,-0.250,0.150
0.278,-0.285,0.120
0.281,-0.295,0.105
0.283,-0.290,0.115
0.286,-0.285,0.140
0.289,-0.265,0.145
0.292,-0.270,0.135
0.294,-0.285,0.120
0.297,-0.330,0.130
0.300,-0.350,0.135
0.303,-0.350,0.165
0.306,-0.310,0.170
0.308,-0.300,0.170
0.311,-0.305,0.165
0.314,-0.330,0.150
0.317,-0.350,0.145
0.319,-0.340,0.140
0.322,-0.335,0.130
0.325,-0.335,0.110
0.328,-0.330,0.100
0.331,-0.340,0.115
0.333,-0.345,0.120
0.336,-0.335,0.150
0.339,-0.335,0.170
0.342,-0.330,0.200
0.344,-0.325,0.190
0.347,-0.340,0.175
0.350,-0.340,0.165
0.353,-0.335,0.170
0.356,-0.315,0.165
0.358,-0.310,0.150
0.361,-0.315,0.105
0.364,-0.330,0.110
0.367,-0.320,0.110
0.369,-0.315,0.125
0.372,-0.280,0.120
0.375,-0.275,0.110
0.378,-0.280,0.095
0.381,-0.280,0.115
0.383,-0.275,0.155
0.386,-0.250,0.195
0.389,-0.230,0.180
0.392,-0.230,0.150
0.394,-0.245,0.115
0.397,-0.260,0.085
0.400,-0.250,0.095
0.403,-0.235,0.105
0.406,-0.215,0.125
0.408,-0.210,0.100
0.411,-0.250,0.105
0.414,-0.285,0.110
0.417,-0.280,0.135
0.419,-0.245,0.160
0.422,-0.235,0.145
0.425,-0.235,0.125
0.428,-0.260,0.080
0.431,-0.255,0.075
0.433,-0.260,0.100
0.436,-0.245,0.125
0.439,-0.215,0.125
0.442,-0.230,0.130
0.444,-0.245,0.125
0.447,-0.275,0.130
0.450,-0.295,0.145
0.453,-0.280,0.160
0.456,-0.255,0.145
0.458,-0.250,0.135
0.461,-0.265,0.110
0.464,-0.300,0.100
0.467,-0.290,0.115
0.469,-0.290,0.135
0.472,-0.260,0.145
0.475,-0.265,0.110
0.478,-0.275,0.100
0.481,-0.280,0.095
0.483,-0.285,0.090
0.486,-0.265,0.115
0.489,-0.240,0.125
0.492,-0.265,0.140
0.494,-0.295,0.140
0.497,-0.330,0.130
0.500,-0.340,0.130
0.503,-0.295,0.115
0.506,-0.285,0.105
0.508,-0.295,0.120
0.511,-0.330,0.095
0.514,-0.345,0.105
0.517,-0.345,0.120
0.519,-0.320,0.120
0.522,-0.310,0.105
0.525,-0.335,0.085
0.528,-0.340,0.075
0.531,-0.350,0.080
0.533,-0.340,0.115
0.536,-0.350,0.155
0.539,-0.315,0.160
0.542,-0.335,0.160
0.544,-0.345,0.130
0.547,-0.325,0.095
0.550,-0.320,0.070
