'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.285,0.050
0.003,-0.285,0.050
0.006,-0.285,0.050
0.008,-0.285,0.050
0.011,-0.285,0.050
0.014,-0.285,0.050
0.017,-0.285,0.050
0.019,-0.285,0.050
0.022,-0.290,0.050
0.025,-0.280,0.050
0.028,-0.300,0.055
0.031,-0.305,0.035
0.033,-0.320,0.015
0.036,-0.325,0.035
0.039,-0.315,0.055
0.042,-0.285,0.075
0.044,-0.285,0.065
0.047,-0.310,0.050
0.050,-0.320,0.035
0.053,-0.340,0.050
0.056,-0.325,0.075
0.058,-0.310,0.080
0.061,-0.315,0.080
0.064,-0.325,0.070
0.067,-0.335,0.065
0.069,-0.335,0.065
0.072,-0.305,0.085
0.075,-0.305,0.095
0.078,-0.305,0.085
0.081,-0.310,0.080
0.083,-0.325,0.070
0.086,-0.325,0.075
0.089,-0.320,0.085
0.092,-0.310,0.090
0.094,-0.295,0.085
0.097,-0.305,0.080
0.100,-0.315,0.060
0.103,-0.330,0.070
0.106,-0.335,0.080
0.108,-0.295,0.100
0.111,-0.300,0.085
0.114,-0.320,0.065
0.117,-0.330,0.055
0.119,-0.345,0.060
0.122,-0.340,0.080
0.125,-0.335,0.090
0.128,-0.325,0.070
0.131,-0.335,0.055
0.133,-0.340,0.040
0.136,-0.355,0.045
0.139,-0.330,0.050
0.142,-0.315,0.050
0.144,-0.305,0.050
0.147,-0.305,0.040
0.150,-0.330,0.025
0.153,-0.325,0.020
0.156,-0.310,0.030
0.158,-0.300,0.045
0.161,-0.290,0.035
0.164,-0.310,0.025
0.167,-0.320,-0.005
0.169,-0.325,0.010
0.172,-0.320,0.020
0.175,-0.290,0.030
0.178,-0.290,0.020
0.181,-0.295,0.005
0.183,-0.330,-0.010
0.186,-0.315,-0.010
0.189,-0.290,0.000
0.192,-0.270,0.005
0.194,-0.270,-0.020
0.197,-0.280,-0.030
0.200,-0.290,-0.050
0.203,-0.295,-0.055
0.206,-0.275,-0.060
0.208,-0.265,-0.045
0.211,-0.255,-0.050
0.214,-0.260,-0.065
0.217,-0.270,-0.085
0.219,-0.275,-0.100
0.222,-0.275,-0.100
0.225,-0.235,-0.075
0.228,-0.235,-0.085
0.231,-0.235,-0.095
0.233,-0.250,-0.105
0.236,-0.240,-0.105
0.239,-0.225,-0.105
0.242,-0.210,-0.115
0.244,-0.200,-0.110
0.247,-0.200,-0.125
0.250,-0.195,-0.135
0.253,-0.200,-0.145
0.256,-0.175,-0.145
0.258,-0.160,-0.125
0.261,-0.155,-0.125
0.264,-0.175,-0.135
0.267,-0.150,-0.130
0.269,-0.160,-0.130
0.272,-0.140,-0.110
0.275,-0.120,-0.105
0.278,-0.110,-0.115
0.281,-0.120,-0.115
0.283,-0.140,-0.110
0.286,-0.140,-0.100
0.289,-0.125,-0.055
0.292,-0.110,-0.035
0.294,-0.120,-0.020
0.297,-0.140,-0.025
0.300,-0.150,-0.005
0.303,-0.155,0.010
0.306,-0.145,0.040
0.308,-0.140,0.070
0.311,-0.140,0.080
0.314,-0.185,0.080
0.317,-0.185,0.080
0.319,-0.200,0.095
0.322,-0.185,0.095
0.325,-0.170,0.110
0.328,-0.175,0.100
0.331,-0.210,0.080
0.333,-0.220,0.065
0.336,-0.230,0.075
0.339,-0.215,0.085
0.342,-0.200,0.100
0.344,-0.210,0.085
0.347,-0.225,0.070
0.350,-0.245,0.065
0.353,-0.225,0.070
0.356,-0.230,0.090
0.358,-0.220,0.110
0.361,-0.215,0.095
0.364,-0.225,0.080
0.367,-0.245,0.065
0.369,-0.245,0.080
0.372,-0.215,0.075
0.375,-0.210,0.095
0.378,-0.210,0.085
0.381,-0.210,0.090
0.383,-0.225,0.085
0.386,-0.220,0.090
0.389,-0.215,0.105
0.392,-0.210,0.110
0.394,-0.210,0.085
0.397,-0.215,0.090
0.400,-0.230,0.075
0.403,-0.225,0.080
0.406,-0.220,0.090
0.408,-0.205,0.100
0.411,-0.200,0.100
0.414,-0.210,0.085
0.417,-0.210,0.075
0.419,-0.215,0.080
0.422,-0.210,0.090
0.425,-0.175,0.105
0.428,-0.170,0.080
0.431,-0.175,0.060
0.433,-0.205,0.075
0.436,-0.215,0.075
0.439,-0.210,0.075
0.442,-0.180,0.070
0.444,-0.175,0.055
0.447,-0.180,0.050
0.450,-0.195,0.045
0.453,-0.190,0.055
0.456,-0.205,0.055
0.458,-0.190,0.050
0.461,-0.205,0.030
0.464,-0.195,0.015
0.467,-0.195,0.005
0.469,-0.200,0.005
0.472,-0.195,0.010
0.475,-0.185,0.030
0.478,-0.185,0.025
0.481,-0.190,0.030
0.483,-0.205,0.015
0.486,-0.205,0.030
0.489,-0.205,0.040
0.492,-0.190,0.050
0.494,-0.200,0.045
0.497,-0.215,0.035
0.500,-0.225,0.020
0.503,-0.235,0.045
0.506,-0.225,0.065
0.508,-0.215,0.080
0.511,-0.205,0.070
0.514,-0.200,0.045
0.517,-0.210,0.035
0.519,-0.210,0.045
0.522,-0.205,0.070
0.525,-0.210,0.090
0.528,-0.200,0.085
0.531,-0.215,0.080
0.533,-0.220,0.060
0.536,-0.225,0.065
0.539,-0.215,0.070
0.542,-0.225,0.090
0.544,-0.205,0.085
0.547,-0.220,0.070
0.550,-0.220,0.070
0.553,-0.230,0.080
0.556,-0.220,0.110
0.558,-0.210,0.120
0.561,-0.200,0.120
0.564,-0.215,0.110
0.567,-0.215,0.105
0.569,-0.210,0.120
0.572,-0.190,0.125
0.575,-0.185,0.135
0.578,-0.170,0.115
0.581,-0.150,0.090
0.583,-0.110,0.055
0.586,-0.045,0.030
0.589,0.035,0.020
0.592,0.150,0.030
0.594,0.295,0.025
0.597,0.445,-0.005
0.600,0.640,-0.055
0.603,0.855,-0.085
0.606,1.080,-0.105
0.608,1.280,-0.095
0.611,1.415,-0.050
0.614,1.445,0.025
0.617,1.355,0.085
0.619,1.130,0.090
0.622,0.815,0.110
0.625,0.480,0.150
0.628,0.130,0.210
0.631,-0.190,0.260
0.633,-0.395,0.260
0.636,-0.415,0.245
0.639,-0.360,0.215
0.642,-0.285,0.175
0.644,-0.255,0.115
0.647,-0.265,0.075
0.650,-0.285,0.045
0.653,-0.290,0.060
0.656,-0.265,0.070
0.658,-0.250,0.090
0.661,-0.290,0.095
0.664,-0.285,0.085
0.667,-0.310,0.085
0.669,-0.315,0.100
0.672,-0.305,0.115
0.675,-0.295,0.110
0.678,-0.325,0.080
0.681,-0.320,0.085
0.683,-0.335,0.075
0.686,-0.335,0.085
0.689,-0.325,0.095
0.692,-0.315,0.105
0.694,-0.325,0.090
0.697,-0.335,0.095
0.700,-0.360,0.090
0.703,-0.375,0.110
0.706,-0.370,0.110
0.708,-0.325,0.130
0.711,-0.315,0.120
0.714,-0.320,0.095
0.717,-0.320,0.075
0.719,-0.335,0.075
0.722,-0.345,0.085
0.725,-0.310,0.100
0.728,-0.315,0.095
0.731,-0.320,0.080
0.733,-0.320,0.065
0.736,-0.345,0.075
0.739,-0.330,0.100
0.742,-0.320,0.105
0.744,-0.310,0.100
0.747,-0.320,0.070
0.750,-0.335,0.070
0.753,-0.325,0.065
0.756,-0.315,0.065
0.758,-0.295,0.085
0.761,-0.300,0.075
0.764,-0.300,0.070
0.767,-0.305,0.045
0.769,-0.280,0.040
0.772,-0.270,0.060
0.775,-0.265,0.075
0.778,-0.270,0.060
0.781,-0.270,0.050
0.783,-0.280,0.020
0.786,-0.275,0.025
0.789,-0.250,0.030
0.792,-0.240,0.035
0.794,-0.225,0.020
0.797,-0.240,0.005
0.800,-0.240,0.000
0.803,-0.245,-0.005
0.806,-0.240,0.010
0.808,-0.220,0.010
0.811,-0.215,-0.005
0.814,-0.230,-0.010
0.817,-0.235,-0.045
0.819,-0.240,-0.030
0.822,-0.215,-0.040
0.825,-0.210,-0.030
0.828,-0.190,-0.035
0.831,-0.190,-0.060
0.833,-0.200,-0.085
0.836,-0.185,-0.075
0.839,-0.185,-0.070
0.842,-0.160,-0.060
0.844,-0.160,-0.065
0.847,-0.150,-0.090
0.850,-0.175,-0.095
0.853,-0.155,-0.095
0.856,-0.140,-0.090
0.858,-0.115,-0.075
0.861,-0.110,-0.075
0.864,-0.120,-0.095
0.867,-0.115,-0.100
0.869,-0.105,-0.105
0.872,-0.090,-0.085
0.875,-0.075,-0.080
0.878,-0.075,-0.075
0.881,-0.095,-0.100
0.883,-0.120,-0.090
0.886,-0.120,-0.085
0.889,-0.105,-0.045
0.892,-0.105,-0.050
0.894,-0.115,-0.045
0.897,-0.120,-0.060
0.900,-0.145,-0.060
0.903,-0.145,-0.025
0.906,-0.145,0.000
0.908,-0.145,0.025
0.911,-0.170,0.030
0.914,-0.185,0.015
0.917,-0.215,0.030
0.919,-0.215,0.040
0.922,-0.215,0.075
0.925,-0.195,0.085
0.928,-0.190,0.095
0.931,-0.230,0.100
0.933,-0.240,0.095
0.936,-0.220,0.110
0.939,-0.225,0.130
0.942,-0.230,0.130
0.944,-0.215,0.125
0.947,-0.230,0.110
0.950,-0.245,0.110
0.953,-0.255,0.120
0.956,-0.260,0.140
0.958,-0.245,0.150
0.961,-0.225,0.145
0.964,-0.240,0.135
0.967,-0.250,0.120
0.969,-0.260,0.125
0.972,-0.245,0.135
0.975,-0.215,0.135
0.978,-0.215,0.125
0.981,-0.210,0.110
0.983,-0.225,0.100
0.986,-0.225,0.120
0.989,-0.215,0.140
0.992,-0.205,0.150
0.994,-0.200,0.120
0.997,-0.220,0.110
1.000,-0.225,0.095
1.003,-0.220,0.110
1.006,-0.225,0.125
1.008,-0.220,0.135
1.011,-0.200,0.115
1.014,-0.205,0.100
1.017,-0.215,0.100
1.019,-0.225,0.105
1.022,-0.215,0.105
1.025,-0.200,0.120
1.028,-0.215,0.110
1.031,-0.230,0.080
1.033,-0.260,0.065
1.036,-0.260,0.075
1.039,-0.225,0.085
1.042,-0.225,0.095
1.044,-0.220,0.085
1.047,-0.230,0.075
1.050,-0.230,0.060
1.053,-0.230,0.075
1.056,-0.220,0.090
1.058,-0.210,0.100
1.061,-0.210,0.100
1.064,-0.230,0.080
1.067,-0.230,0.065
1.069,-0.235,0.075
1.072,-0.220,0.085
1.075,-0.195,0.105
1.078,-0.185,0.095
1.081,-0.200,0.095
1.083,-0.225,0.100
1.086,-0.210,0.090
1.089,-0.215,0.090
1.092,-0.185,0.090
1.094,-0.160,0.095
1.097,-0.175,0.080
1.100,-0.200,0.090
1.103,-0.195,0.110
1.106,-0.185,0.110
1.108,-0.165,0.115
1.111,-0.180,0.105
1.114,-0.175,0.085
1.117,-0.175,0.080
1.119,-0.185,0.105
1.122,-0.175,0.115
1.125,-0.175,0.115
1.128,-0.175,0.105
1.131,-0.185,0.090
1.133,-0.205,0.075
1.136,-0.200,0.085
1.139,-0.200,0.105
1.142,-0.200,0.120
1.144,-0.185,0.105
1.147,-0.190,0.090
1.150,-0.210,0.075
1.153,-0.210,0.090
1.156,-0.195,0.100
1.158,-0.185,0.115
1.161,-0.175,0.095
1.164,-0.195,0.080
1.167,-0.220,0.085
1.169,-0.200,0.080
1.172,-0.215,0.100
1.175,-0.180,0.095
1.178,-0.180,0.085
1.181,-0.205,0.090
1.183,-0.205,0.085
1.186,-0.210,0.080
1.189,-0.185,0.095
1.192,-0.165,0.110
1.194,-0.145,0.090
1.197,-0.125,0.060
1.200,-0.100,0.045
1.203,-0.040,0.050
1.206,0.050,0.050
1.208,0.165,0.060
1.211,0.290,0.045
1.214,0.440,0.020
1.217,0.610,-0.020
1.219,0.810,-0.070
1.222,1.030,-0.100
1.225,1.235,-0.080
1.228,1.375,-0.070
1.231,1.435,0.005
1.233,1.380,0.070
1.236,1.185,0.110
1.239,0.915,0.130
1.242,0.615,0.165
1.244,0.300,0.205
1.247,-0.015,0.225
1.250,-0.235,0.240
1.253,-0.325,0.240
1.256,-0.305,0.245
1.258,-0.235,0.205
1.261,-0.200,0.150
1.264,-0.190,0.110
1.267,-0.185,0.095
1.269,-0.190,0.100
1.272,-0.190,0.105
1.275,-0.200,0.105
1.278,-0.205,0.110
1.281,-0.225,0.110
1.283,-0.280,0.090
1.286,-0.250,0.085
1.289,-0.255,0.100
1.292,-0.245,0.105
1.294,-0.260,0.115
1.297,-0.280,0.090
1.300,-0.295,0.070
1.303,-0.295,0.080
