'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.320,-1.240
0.003,-0.320,-1.240
0.006,-0.320,-1.240
0.008,-0.320,-1.240
0.011,-0.320,-1.240
0.014,-0.320,-1.240
0.017,-0.320,-1.240
0.019,-0.320,-1.310
0.022,-0.025,-1.375
0.025,0.265,-1.445
0.028,0.580,-1.515
0.031,0.925,-1.565
0.033,1.310,-1.575
0.036,1.670,-1.575
0.039,2.010,-1.540
0.042,2.240,-1.465
0.044,2.315,-1.365
0.047,2.185,-1.245
0.050,1.770,-1.145
0.053,1.130,-1.055
0.056,0.490,-1.020
0.058,-0.150,-0.975
0.061,-0.790,-0.945
0.064,-1.430,-0.910
0.067,-1.640,-0.870
0.069,-1.385,-0.850
0.072,-1.105,-0.850
0.075,-0.920,-0.865
0.078,-0.855,-0.880
0.081,-0.900,-0.885
0.083,-0.995,-0.875
0.086,-1.090,-0.850
0.089,-1.170,-0.835
0.092,-1.200,-0.820
0.094,-1.180,-0.800
0.097,-1.185,-0.805
0.100,-1.155,-0.765
0.103,-1.145,-0.765
0.106,-1.125,-0.775
0.108,-1.135,-0.785
0.111,-1.155,-0.795
0.114,-1.165,-0.790
0.117,-1.175,-0.790
0.119,-1.185,-0.775
0.122,-1.185,-0.780
0.125,-1.185,-0.755
0.128,-1.145,-0.755
0.131,-1.135,-0.735
0.133,-1.120,-0.755
0.136,-1.100,-0.760
0.139,-1.075,-0.760
0.142,-1.090,-0.770
0.144,-1.100,-0.790
0.147,-1.105,-0.795
0.150,-1.110,-0.780
0.153,-1.110,-0.775
0.156,-1.115,-0.760
0.158,-1.110,-0.740
0.161,-1.075,-0.725
0.164,-1.080,-0.735
0.167,-1.050,-0.730
0.169,-1.035,-0.730
0.172,-1.035,-0.740
0.175,-1.025,-0.750
0.178,-1.020,-0.730
0.181,-1.010,-0.760
0.183,-1.000,-0.755
0.186,-1.000,-0.755
0.189,-0.980,-0.730
0.192,-0.960,-0.720
0.194,-0.935,-0.690
0.197,-0.920,-0.680
0.200,-0.895,-0.680
0.203,-0.885,-0.690
0.206,-0.895,-0.705
0.208,-0.865,-0.710
0.211,-0.840,-0.710
0.214,-0.830,-0.700
0.217,-0.820,-0.695
0.219,-0.810,-0.670
0.222,-0.775,-0.655
0.225,-0.735,-0.640
0.228,-0.695,-0.635
0.231,-0.655,-0.625
0.233,-0.610,-0.620
0.236,-0.575,-0.625
0.239,-0.555,-0.630
0.242,-0.515,-0.640
0.244,-0.515,-0.640
0.247,-0.490,-0.650
0.250,-0.485,-0.645
0.253,-0.470,-0.640
0.256,-0.470,-0.625
0.258,-0.445,-0.615
0.261,-0.425,-0.600
0.264,-0.395,-0.575
0.267,-0.355,-0.575
0.269,-0.340,-0.590
0.272,-0.335,-0.595
0.275,-0.340,-0.625
0.278,-0.350,-0.640
0.281,-0.375,-0.650
0.283,-0.390,-0.640
0.286,-0.415,-0.625
0.289,-0.440,-0.625
0.292,-0.480,-0.625
0.294,-0.495,-0.630
0.297,-0.530,-0.645
0.300,-0.565,-0.645
0.303,-0.605,-0.660
0.306,-0.660,-0.680
0.308,-0.700,-0.700
0.311,-0.740,-0.710
0.314,-0.800,-0.740
0.317,-0.835,-0.735
0.319,-0.895,-0.710
0.322,-0.945,-0.725
0.325,-0.990,-0.725
0.328,-1.020,-0.725
0.331,-1.050,-0.730
0.333,-1.060,-0.700
0.336,-1.090,-0.695
0.339,-1.120,-0.680
0.342,-1.120,-0.710
0.344,-1.145,-0.740
0.347,-1.170,-0.790
0.350,-1.205,-0.810
0.353,-1.255,-0.820
0.356,-1.260,-0.790
0.358,-1.260,-0.775
0.361,-1.245,-0.725
0.364,-1.225,-0.720
0.367,-1.215,-0.735
0.369,-1.215,-0.750
0.372,-1.230,-0.760
0.375,-1.240,-0.765
0.378,-1.245,-0.780
0.381,-1.260,-0.775
0.383,-1.265,-0.775
0.386,-1.275,-0.735
0.389,-1.270,-0.745
0.392,-1.280,-0.745
0.394,-1.260,-0.745
0.397,-1.260,-0.740
0.400,-1.235,-0.750
0.403,-1.240,-0.735
0.406,-1.240,-0.730
0.408,-1.235,-0.735
0.411,-1.245,-0.750
0.414,-1.245,-0.745
0.417,-1.250,-0.750
0.419,-1.270,-0.755
0.422,-1.265,-0.740
0.425,-1.245,-0.730
0.428,-1.230,-0.720
0.431,-1.210,-0.715
0.433,-1.205,-0.710
0.436,-1.215,-0.700
0.439,-1.230,-0.720
0.442,-1.235,-0.730
0.444,-1.250,-0.725
0.447,-1.265,-0.740
0.450,-1.265,-0.720
0.453,-1.270,-0.705
0.456,-1.270,-0.720
0.458,-1.265,-0.705
0.461,-1.250,-0.710
0.464,-1.240,-0.725
0.467,-1.225,-0.735
0.469,-1.235,-0.760
0.472,-1.245,-0.760
0.475,-1.260,-0.740
0.478,-1.280,-0.760
0.481,-1.300,-0.750
0.483,-1.300,-0.755
0.486,-1.305,-0.775
0.489,-1.305,-0.785
0.492,-1.285,-0.775
0.494,-1.290,-0.755
0.497,-1.295,-0.745
0.500,-1.295,-0.725
0.503,-1.300,-0.715
0.506,-1.305,-0.715
0.508,-1.310,-0.760
0.511,-1.325,-0.770
0.514,-1.315,-0.790
0.517,-1.340,-0.790
0.519,-1.340,-0.775
0.522,-1.345,-0.780
0.525,-1.325,-0.750
0.528,-1.330,-0.735
0.531,-1.315,-0.720
0.533,-1.305,-0.700
0.536,-1.295,-0.710
0.539,-1.305,-0.725
0.542,-1.300,-0.740
0.544,-1.305,-0.760
0.547,-1.320,-0.765
0.550,-1.335,-0.765
