'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.500,0.050
0.003,-0.500,0.050
0.006,-0.500,0.050
0.008,-0.500,0.050
0.011,-0.500,0.050
0.014,-0.500,0.050
0.017,-0.500,0.050
0.019,-0.500,0.050
0.022,-0.460,0.050
0.025,-0.400,0.040
0.028,-0.340,0.020
0.031,-0.290,-0.005
0.033,-0.275,-0.050
0.036,-0.280,-0.095
0.039,-0.280,-0.100
0.042,-0.285,-0.100
0.044,-0.265,-0.080
0.047,-0.240,-0.085
0.050,-0.215,-0.105
0.053,-0.210,-0.145
0.056,-0.205,-0.185
0.058,-0.195,-0.175
0.061,-0.185,-0.155
0.064,-0.175,-0.150
0.067,-0.170,-0.155
0.069,-0.185,-0.180
0.072,-0.185,-0.175
0.075,-0.170,-0.190
0.078,-0.145,-0.200
0.081,-0.120,-0.210
0.083,-0.095,-0.230
0.086,-0.100,-0.260
0.089,-0.125,-0.280
0.092,-0.115,-0.290
0.094,-0.110,-0.270
0.097,-0.070,-0.260
0.100,-0.055,-0.295
0.103,-0.050,-0.320
0.106,-0.060,-0.380
0.108,-0.050,-0.400
0.111,-0.020,-0.415
0.114,0.000,-0.415
0.117,0.015,-0.440
0.119,0.025,-0.470
0.122,0.025,-0.485
0.125,0.050,-0.505
0.128,0.090,-0.515
0.131,0.110,-0.525
0.133,0.140,-0.560
0.136,0.145,-0.575
0.139,0.150,-0.590
0.142,0.140,-0.605
0.144,0.140,-0.600
0.147,0.180,-0.570
0.150,0.210,-0.595
0.153,0.225,-0.615
0.156,0.235,-0.610
0.158,0.245,-0.605
0.161,0.250,-0.570
0.164,0.275,-0.545
0.167,0.275,-0.520
0.169,0.260,-0.530
0.172,0.230,-0.485
0.175,0.230,-0.460
0.178,0.205,-0.420
0.181,0.220,-0.385
0.183,0.215,-0.360
0.186,0.175,-0.340
0.189,0.140,-0.320
0.192,0.110,-0.275
0.194,0.090,-0.240
0.197,0.080,-0.185
0.200,0.060,-0.160
0.203,0.035,-0.155
0.206,0.000,-0.135
