'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.020,0.160
0.003,-0.020,0.160
0.006,-0.020,0.160
0.008,-0.020,0.160
0.011,-0.020,0.160
0.014,-0.020,0.160
0.017,-0.020,0.160
0.019,-0.020,0.160
0.022,-0.020,0.160
0.025,0.005,0.140
0.028,0.020,0.140
0.031,0.025,0.155
0.033,0.040,0.145
0.036,0.040,0.160
0.039,0.045,0.175
0.042,0.075,0.155
0.044,0.090,0.135
0.047,0.090,0.130
0.050,0.095,0.130
0.053,0.090,0.155
0.056,0.110,0.175
0.058,0.130,0.170
0.061,0.130,0.160
0.064,0.140,0.145
0.067,0.130,0.120
0.069,0.120,0.130
0.072,0.125,0.135
0.075,0.130,0.165
0.078,0.150,0.175
0.081,0.140,0.195
0.083,0.120,0.200
0.086,0.135,0.170
0.089,0.135,0.170
0.092,0.155,0.165
0.094,0.165,0.155
0.097,0.165,0.130
0.100,0.135,0.115
0.103,0.125,0.135
0.106,0.130,0.145
0.108,0.125,0.160
0.111,0.110,0.180
0.114,0.100,0.185
0.117,0.080,0.175
0.119,0.060,0.155
0.122,0.075,0.160
0.125,0.085,0.155
0.128,0.090,0.130
0.131,0.070,0.105
0.133,0.045,0.100
0.136,0.020,0.100
0.139,0.010,0.125
0.142,0.005,0.140
0.144,-0.010,0.140
0.147,-0.045,0.110
0.150,-0.065,0.095
0.153,-0.070,0.100
0.156,-0.080,0.110
0.158,-0.070,0.130
0.161,-0.055,0.125
0.164,-0.080,0.145
0.167,-0.115,0.140
0.169,-0.130,0.155
0.172,-0.105,0.140
0.175,-0.080,0.130
0.178,-0.070,0.120
0.181,-0.085,0.105
0.183,-0.110,0.105
0.186,-0.120,0.115
0.189,-0.120,0.140
0.192,-0.105,0.125
0.194,-0.090,0.115
0.197,-0.100,0.095
0.200,-0.110,0.090
0.203,-0.125,0.105
0.206,-0.125,0.110
0.208,-0.105,0.125
0.211,-0.120,0.110
0.214,-0.085,0.090
0.217,-0.100,0.050
0.219,-0.100,0.045
0.222,-0.105,0.055
0.225,-0.105,0.085
0.228,-0.115,0.110
0.231,-0.115,0.100
0.233,-0.110,0.110
0.236,-0.135,0.095
0.239,-0.135,0.090
0.242,-0.120,0.100
0.244,-0.120,0.115
0.247,-0.120,0.105
0.250,-0.115,0.105
0.253,-0.125,0.105
0.256,-0.125,0.120
0.258,-0.120,0.140
0.261,-0.100,0.120
0.264,-0.100,0.110
0.267,-0.110,0.095
0.269,-0.120,0.090
0.272,-0.115,0.090
0.275,-0.115,0.085
0.278,-0.105,0.075
0.281,-0.095,0.075
0.283,-0.125,0.065
0.286,-0.140,0.070
0.289,-0.125,0.090
0.292,-0.110,0.105
0.294,-0.090,0.120
0.297,-0.100,0.105
0.300,-0.120,0.105
0.303,-0.130,0.145
0.306,-0.140,0.175
0.308,-0.140,0.190
0.311,-0.115,0.175
0.314,-0.100,0.140
0.317,-0.110,0.100
0.319,-0.110,0.090
0.322,-0.085,0.105
0.325,-0.065,0.120
0.328,-0.040,0.110
0.331,-0.035,0.095
0.333,-0.055,0.065
0.336,-0.075,0.075
0.339,-0.055,0.105
0.342,-0.030,0.140
0.344,0.000,0.135
0.347,-0.020,0.125
0.350,-0.045,0.110
0.353,-0.060,0.110
0.356,-0.045,0.115
0.358,-0.030,0.105
0.361,-0.025,0.075
0.364,-0.020,0.050
0.367,-0.025,0.020
0.369,-0.060,0.040
0.372,-0.070,0.060
0.375,-0.050,0.090
0.378,-0.045,0.090
0.381,-0.055,0.065
0.383,-0.090,0.060
0.386,-0.105,0.055
0.389,-0.110,0.050
0.392,-0.110,0.055
0.394,-0.090,0.050
0.397,-0.095,0.045
0.400,-0.090,0.060
0.403,-0.090,0.080
0.406,-0.070,0.095
0.408,-0.060,0.090
0.411,-0.065,0.075
0.414,-0.080,0.060
0.417,-0.100,0.035
0.419,-0.115,0.050
0.422,-0.125,0.055
0.425,-0.130,0.055
0.428,-0.140,0.055
0.431,-0.160,0.050
0.433,-0.160,0.055
0.436,-0.165,0.060
0.439,-0.185,0.075
0.442,-0.175,0.120
0.444,-0.185,0.130
0.447,-0.185,0.140
0.450,-0.195,0.170
0.453,-0.200,0.175
0.456,-0.190,0.180
0.458,-0.190,0.150
0.461,-0.185,0.125
0.464,-0.180,0.095
0.467,-0.185,0.080
0.469,-0.190,0.050
0.472,-0.190,0.045
0.475,-0.185,0.050
0.478,-0.175,0.065
0.481,-0.190,0.075
0.483,-0.190,0.090
0.486,-0.200,0.090
0.489,-0.195,0.090
0.492,-0.200,0.120
0.494,-0.210,0.135
0.497,-0.240,0.165
0.500,-0.260,0.170
0.503,-0.250,0.180
0.506,-0.215,0.205
0.508,-0.115,0.210
0.511,0.010,0.215
0.514,0.170,0.210
0.517,0.375,0.215
0.519,0.600,0.235
0.522,0.850,0.235
0.525,1.080,0.205
0.528,1.195,0.120
0.531,1.150,-0.005
0.533,0.900,-0.120
0.536,0.550,-0.155
0.539,0.115,-0.120
0.542,-0.340,-0.095
0.544,-0.710,-0.080
0.547,-0.850,-0.085
0.550,-0.800,-0.085
0.553,-0.680,-0.070
0.556,-0.555,-0.055
0.558,-0.445,-0.035
0.561,-0.375,-0.020
0.564,-0.320,-0.010
0.567,-0.285,-0.010
0.569,-0.255,0.005
0.572,-0.235,0.010
0.575,-0.215,0.050
0.578,-0.220,0.080
0.581,-0.220,0.070
0.583,-0.235,0.050
0.586,-0.210,0.050
0.589,-0.200,0.070
0.592,-0.205,0.090
0.594,-0.200,0.105
0.597,-0.205,0.090
0.600,-0.210,0.095
