'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.095,0.025
0.003,-0.095,0.025
0.006,-0.095,0.025
0.008,-0.095,0.025
0.011,-0.095,0.025
0.014,-0.095,0.025
0.017,-0.095,0.025
0.019,-0.095,0.025
0.022,-0.110,0.025
0.025,-0.140,0.010
0.028,-0.140,0.025
0.031,-0.135,0.055
0.033,-0.115,0.045
0.036,-0.110,0.040
0.039,-0.135,0.025
0.042,-0.150,0.020
0.044,-0.180,0.015
0.047,-0.175,0.025
0.050,-0.160,0.040
0.053,-0.150,0.045
0.056,-0.160,0.030
0.058,-0.170,0.000
0.061,-0.185,0.020
0.064,-0.180,0.015
0.067,-0.175,0.030
0.069,-0.155,0.020
0.072,-0.170,0.010
0.075,-0.195,-0.015
0.078,-0.210,-0.015
0.081,-0.175,0.000
0.083,-0.145,0.010
0.086,-0.135,-0.010
0.089,-0.125,-0.010
0.092,-0.145,-0.015
0.094,-0.165,-0.020
0.097,-0.155,-0.005
0.100,-0.135,0.015
0.103,-0.120,0.000
0.106,-0.110,-0.005
0.108,-0.110,0.010
0.111,-0.125,0.060
0.114,-0.120,0.105
0.117,-0.120,0.115
0.119,-0.100,0.055
0.122,-0.030,-0.015
0.125,0.075,-0.140
0.128,0.200,-0.240
0.131,0.315,-0.325
0.133,0.405,-0.420
0.136,0.480,-0.555
0.139,0.570,-0.715
0.142,0.660,-0.860
0.144,0.815,-0.975
0.147,1.005,-1.055
0.150,1.240,-1.100
0.153,1.465,-1.150
0.156,1.700,-1.195
0.158,1.910,-1.230
0.161,2.055,-1.225
0.164,2.100,-1.210
0.167,2.045,-1.205
0.169,1.850,-1.235
0.172,1.470,-1.245
0.175,1.045,-1.235
0.178,0.745,-1.160
0.181,0.595,-1.085
0.183,0.500,-1.005
0.186,0.465,-0.925
0.189,0.435,-0.825
0.192,0.415,-0.720
0.194,0.395,-0.615
0.197,0.375,-0.515
0.200,0.350,-0.440
0.203,0.300,-0.385
0.206,0.245,-0.335
0.208,0.180,-0.285
0.211,0.135,-0.225
0.214,0.115,-0.165
0.217,0.115,-0.115
0.219,0.075,-0.060
0.222,0.025,-0.040
0.225,-0.020,-0.010
0.228,-0.070,0.055
0.231,-0.100,0.120
0.233,-0.130,0.165
0.236,-0.155,0.195
0.239,-0.200,0.215
0.242,-0.245,0.215
0.244,-0.275,0.240
0.247,-0.290,0.285
0.250,-0.285,0.290
0.253,-0.275,0.290
0.256,-0.290,0.295
0.258,-0.305,0.290
0.261,-0.325,0.315
0.264,-0.325,0.335
0.267,-0.320,0.350
0.269,-0.330,0.365
0.272,-0.340,0.355
0.275,-0.350,0.345
0.278,-0.350,0.375
0.281,-0.345,0.395
0.283,-0.340,0.435
0.286,-0.340,0.430
0.289,-0.350,0.440
0.292,-0.360,0.430
0.294,-0.365,0.435
0.297,-0.375,0.475
0.300,-0.375,0.505
0.303,-0.360,0.510
0.306,-0.365,0.515
0.308,-0.395,0.530
0.311,-0.390,0.560
0.314,-0.395,0.585
0.317,-0.385,0.605
0.319,-0.405,0.615
0.322,-0.420,0.635
0.325,-0.425,0.645
0.328,-0.440,0.670
0.331,-0.440,0.715
0.333,-0.440,0.745
0.336,-0.450,0.745
0.339,-0.465,0.725
0.342,-0.460,0.725
0.344,-0.490,0.765
0.347,-0.475,0.795
0.350,-0.465,0.825
0.353,-0.480,0.835
0.356,-0.510,0.835
0.358,-0.530,0.850
0.361,-0.555,0.845
0.364,-0.560,0.875
0.367,-0.525,0.905
0.369,-0.535,0.885
0.372,-0.560,0.875
0.375,-0.590,0.860
0.378,-0.620,0.875
0.381,-0.585,0.880
0.383,-0.570,0.875
0.386,-0.560,0.850
0.389,-0.575,0.830
0.392,-0.585,0.780
0.394,-0.595,0.765
0.397,-0.565,0.755
0.400,-0.540,0.745
0.403,-0.525,0.695
0.406,-0.510,0.660
0.408,-0.525,0.600
0.411,-0.515,0.585
0.414,-0.470,0.575
0.417,-0.445,0.545
0.419,-0.410,0.515
0.422,-0.400,0.455
0.425,-0.390,0.400
0.428,-0.370,0.355
0.431,-0.345,0.340
0.433,-0.300,0.320
0.436,-0.290,0.285
0.439,-0.250,0.245
0.442,-0.235,0.205
0.444,-0.230,0.175
0.447,-0.220,0.185
0.450,-0.190,0.165
0.453,-0.165,0.150
0.456,-0.160,0.120
0.458,-0.160,0.115
0.461,-0.165,0.105
0.464,-0.150,0.115
0.467,-0.150,0.110
0.469,-0.150,0.070
0.472,-0.155,0.065
0.475,-0.165,0.045
0.478,-0.160,0.045
0.481,-0.155,0.070
0.483,-0.150,0.080
0.486,-0.155,0.055
0.489,-0.155,0.040
0.492,-0.165,0.030
0.494,-0.160,0.035
0.497,-0.145,0.050
0.500,-0.165,0.065
0.503,-0.165,0.050
0.506,-0.170,0.040
0.508,-0.175,0.035
0.511,-0.175,0.050
0.514,-0.160,0.050
0.517,-0.155,0.055
0.519,-0.155,0.055
0.522,-0.170,0.030
0.525,-0.205,0.050
0.528,-0.195,0.045
0.531,-0.185,0.070
0.533,-0.165,0.075
0.536,-0.175,0.060
0.539,-0.190,0.050
0.542,-0.200,0.040
0.544,-0.205,0.050
0.547,-0.185,0.070
0.550,-0.165,0.075
0.553,-0.155,0.075
0.556,-0.170,0.055
0.558,-0.195,0.050
0.561,-0.215,0.035
0.564,-0.205,0.060
0.567,-0.195,0.085
0.569,-0.190,0.070
0.572,-0.190,0.065
0.575,-0.195,0.050
0.578,-0.205,0.045
0.581,-0.195,0.075
0.583,-0.185,0.075
0.586,-0.185,0.075
0.589,-0.195,0.060
