'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.380,-0.285
0.003,-0.380,-0.285
0.006,-0.380,-0.285
0.008,-0.380,-0.285
0.011,-0.380,-0.285
0.014,-0.380,-0.285
0.017,-0.380,-0.285
0.019,-0.380,-0.285
0.022,-0.365,-0.290
0.025,-0.365,-0.295
0.028,-0.350,-0.290
0.031,-0.365,-0.295
0.033,-0.365,-0.280
0.036,-0.360,-0.270
0.039,-0.335,-0.250
0.042,-0.325,-0.220
0.044,-0.315,-0.195
0.047,-0.310,-0.210
0.050,-0.305,-0.210
0.053,-0.310,-0.200
0.056,-0.330,-0.225
0.058,-0.345,-0.235
0.061,-0.340,-0.255
0.064,-0.350,-0.260
0.067,-0.365,-0.265
0.069,-0.360,-0.280
0.072,-0.380,-0.275
0.075,-0.395,-0.290
0.078,-0.390,-0.285
0.081,-0.385,-0.295
0.083,-0.395,-0.300
0.086,-0.405,-0.305
0.089,-0.420,-0.300
0.092,-0.425,-0.315
0.094,-0.440,-0.335
0.097,-0.440,-0.350
0.100,-0.455,-0.350
0.103,-0.455,-0.355
0.106,-0.455,-0.350
0.108,-0.445,-0.335
0.111,-0.425,-0.335
0.114,-0.425,-0.345
0.117,-0.420,-0.345
0.119,-0.410,-0.345
0.122,-0.405,-0.360
0.125,-0.410,-0.365
0.128,-0.420,-0.370
0.131,-0.410,-0.375
0.133,-0.405,-0.375
0.136,-0.400,-0.360
0.139,-0.405,-0.350
0.142,-0.410,-0.345
0.144,-0.400,-0.340
0.147,-0.405,-0.345
0.150,-0.385,-0.365
0.153,-0.385,-0.360
0.156,-0.385,-0.375
0.158,-0.385,-0.380
0.161,-0.385,-0.380
0.164,-0.395,-0.390
0.167,-0.400,-0.385
0.169,-0.390,-0.380
0.172,-0.385,-0.365
0.175,-0.380,-0.355
0.178,-0.370,-0.325
0.181,-0.350,-0.320
0.183,-0.320,-0.300
0.186,-0.280,-0.270
0.189,-0.195,-0.230
0.192,-0.090,-0.175
0.194,0.055,-0.115
0.197,0.235,-0.015
0.200,0.440,0.090
0.203,0.645,0.200
0.206,0.840,0.300
0.208,1.005,0.375
0.211,1.075,0.380
0.214,1.055,0.290
0.217,0.885,0.130
0.219,0.605,-0.105
0.222,0.205,-0.325
0.225,-0.255,-0.535
0.228,-0.735,-0.700
0.231,-1.145,-0.825
0.233,-1.425,-0.920
0.236,-1.520,-0.985
0.239,-1.435,-1.025
0.242,-1.265,-1.050
0.244,-1.050,-1.025
0.247,-0.830,-0.985
0.250,-0.670,-0.915
0.253,-0.555,-0.805
0.256,-0.470,-0.690
0.258,-0.430,-0.570
0.261,-0.415,-0.460
0.264,-0.410,-0.360
0.267,-0.420,-0.290
0.269,-0.420,-0.245
0.272,-0.430,-0.210
0.275,-0.415,-0.185
0.278,-0.400,-0.185
0.281,-0.375,-0.170
0.283,-0.370,-0.185
0.286,-0.360,-0.180
0.289,-0.360,-0.175
0.292,-0.355,-0.175
0.294,-0.360,-0.165
0.297,-0.365,-0.160
0.300,-0.365,-0.155
0.303,-0.355,-0.150
0.306,-0.350,-0.145
0.308,-0.330,-0.125
0.311,-0.305,-0.105
0.314,-0.285,-0.100
0.317,-0.280,-0.105
0.319,-0.260,-0.100
0.322,-0.275,-0.090
0.325,-0.270,-0.090
0.328,-0.280,-0.090
0.331,-0.280,-0.090
0.333,-0.285,-0.070
0.336,-0.280,-0.065
0.339,-0.280,-0.050
0.342,-0.280,-0.035
0.344,-0.270,-0.015
0.347,-0.270,0.005
0.350,-0.275,0.000
0.353,-0.280,0.010
0.356,-0.285,0.005
0.358,-0.285,0.010
0.361,-0.290,0.030
0.364,-0.290,0.035
0.367,-0.300,0.060
0.369,-0.290,0.065
0.372,-0.295,0.090
0.375,-0.280,0.110
0.378,-0.275,0.140
0.381,-0.270,0.135
0.383,-0.270,0.155
0.386,-0.270,0.175
0.389,-0.250,0.180
0.392,-0.250,0.195
0.394,-0.245,0.200
0.397,-0.225,0.220
0.400,-0.220,0.250
0.403,-0.210,0.270
0.406,-0.180,0.290
0.408,-0.160,0.330
0.411,-0.140,0.355
0.414,-0.120,0.385
0.417,-0.095,0.390
0.419,-0.070,0.400
0.422,-0.060,0.400
0.425,-0.060,0.400
0.428,-0.040,0.415
0.431,-0.025,0.415
0.433,-0.020,0.435
0.436,-0.005,0.435
0.439,0.005,0.460
0.442,0.015,0.465
0.444,0.030,0.475
0.447,0.050,0.475
0.450,0.055,0.470
0.453,0.060,0.465
0.456,0.050,0.460
0.458,0.040,0.450
0.461,0.020,0.440
0.464,0.025,0.415
0.467,0.015,0.410
0.469,0.025,0.400
0.472,0.010,0.390
0.475,-0.005,0.375
0.478,-0.010,0.360
0.481,-0.025,0.320
0.483,-0.045,0.290
