'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.260,0.065
0.003,-0.260,0.065
0.006,-0.260,0.065
0.008,-0.260,0.065
0.011,-0.260,0.065
0.014,-0.260,0.065
0.017,-0.260,0.065
0.019,-0.260,0.065
0.022,-0.145,0.065
0.025,-0.175,0.110
0.028,-0.275,0.125
0.031,-0.380,0.125
0.033,-0.405,0.110
0.036,-0.385,0.105
0.039,-0.310,0.110
0.042,-0.240,0.090
0.044,-0.255,0.060
0.047,-0.325,0.060
0.050,-0.375,0.075
0.053,-0.345,0.110
0.056,-0.230,0.125
0.058,-0.120,0.125
0.061,-0.060,0.110
0.064,-0.120,0.115
0.067,-0.220,0.120
0.069,-0.350,0.160
0.072,-0.365,0.200
0.075,-0.335,0.205
0.078,-0.260,0.205
0.081,-0.175,0.220
0.083,-0.105,0.220
0.086,-0.140,0.230
0.089,-0.200,0.255
0.092,-0.235,0.260
0.094,-0.295,0.265
0.097,-0.395,0.255
0.100,-0.490,0.255
0.103,-0.475,0.265
0.106,-0.395,0.265
0.108,-0.315,0.245
0.111,-0.260,0.230
0.114,-0.210,0.215
0.117,-0.200,0.180
0.119,-0.160,0.170
0.122,-0.095,0.130
0.125,-0.040,0.100
0.128,-0.020,0.040
0.131,-0.035,0.015
0.133,-0.090,-0.005
0.136,-0.170,0.005
0.139,-0.240,0.040
0.142,-0.280,0.035
0.144,-0.300,0.045
0.147,-0.285,0.020
0.150,-0.275,0.000
0.153,-0.245,0.015
0.156,-0.185,0.040
0.158,-0.100,0.055
0.161,-0.055,0.045
0.164,-0.130,-0.005
0.167,-0.295,-0.030
0.169,-0.400,-0.040
0.172,-0.345,-0.030
0.175,-0.270,-0.025
0.178,-0.255,-0.025
0.181,-0.255,-0.005
0.183,-0.215,0.015
0.186,-0.175,0.025
0.189,-0.155,0.035
0.192,-0.175,-0.005
0.194,-0.235,-0.015
0.197,-0.315,-0.035
0.200,-0.335,-0.030
0.203,-0.310,0.005
0.206,-0.260,0.020
0.208,-0.260,0.030
0.211,-0.305,0.035
0.214,-0.340,0.060
0.217,-0.280,0.080
0.219,-0.205,0.140
0.222,-0.160,0.205
0.225,-0.215,0.240
0.228,-0.340,0.245
0.231,-0.340,0.220
0.233,-0.165,0.190
0.236,0.040,0.175
0.239,0.180,0.145
0.242,0.230,0.085
0.244,0.260,0.015
0.247,0.255,-0.055
0.250,0.275,-0.080
0.253,0.430,-0.090
0.256,0.700,-0.135
0.258,1.000,-0.210
0.261,1.285,-0.285
0.264,1.465,-0.355
0.267,1.530,-0.410
0.269,1.480,-0.420
0.272,1.385,-0.420
0.275,1.345,-0.415
0.278,1.355,-0.460
0.281,1.370,-0.505
0.283,1.325,-0.510
0.286,1.260,-0.485
0.289,1.170,-0.430
0.292,1.025,-0.400
0.294,0.830,-0.355
0.297,0.655,-0.305
0.300,0.520,-0.255
0.303,0.420,-0.160
0.306,0.360,-0.095
0.308,0.240,-0.060
0.311,0.000,-0.010
0.314,-0.255,0.030
0.317,-0.395,0.065
0.319,-0.400,0.100
0.322,-0.290,0.105
0.325,-0.185,0.100
0.328,-0.165,0.100
0.331,-0.285,0.090
0.333,-0.430,0.080
0.336,-0.495,0.060
0.339,-0.485,0.050
0.342,-0.415,-0.040
0.344,-0.365,-0.105
0.347,-0.340,-0.140
0.350,-0.370,-0.135
0.353,-0.470,-0.085
0.356,-0.535,-0.050
0.358,-0.565,-0.020
0.361,-0.535,-0.005
0.364,-0.500,-0.015
0.367,-0.440,-0.020
0.369,-0.410,-0.010
0.372,-0.410,-0.020
0.375,-0.505,-0.035
0.378,-0.655,-0.060
0.381,-0.770,-0.055
0.383,-0.775,-0.030
0.386,-0.620,0.005
0.389,-0.450,0.030
0.392,-0.405,0.030
0.394,-0.465,0.035
0.397,-0.535,0.050
0.400,-0.575,0.100
0.403,-0.550,0.155
0.406,-0.520,0.165
0.408,-0.510,0.105
0.411,-0.490,0.050
0.414,-0.455,-0.015
0.417,-0.510,-0.030
0.419,-0.640,-0.010
0.422,-0.690,0.025
0.425,-0.615,0.030
0.428,-0.495,0.025
0.431,-0.440,0.010
0.433,-0.405,0.030
0.436,-0.360,0.030
0.439,-0.340,0.060
0.442,-0.425,0.060
0.444,-0.570,0.070
0.447,-0.615,0.095
0.450,-0.525,0.125
0.453,-0.425,0.160
0.456,-0.420,0.170
0.458,-0.430,0.195
0.461,-0.400,0.175
0.464,-0.355,0.195
0.467,-0.365,0.220
0.469,-0.395,0.245
0.472,-0.400,0.280
0.475,-0.355,0.285
0.478,-0.330,0.265
0.481,-0.340,0.240
0.483,-0.330,0.250
0.486,-0.315,0.270
0.489,-0.275,0.270
0.492,-0.215,0.250
0.494,-0.135,0.205
0.497,-0.075,0.185
0.500,-0.080,0.195
0.503,-0.055,0.190
0.506,-0.030,0.200
0.508,-0.020,0.185
0.511,-0.035,0.160
0.514,-0.045,0.155
0.517,-0.050,0.190
0.519,-0.070,0.220
0.522,-0.065,0.265
0.525,-0.140,0.265
0.528,-0.210,0.245
0.531,-0.250,0.215
0.533,-0.205,0.180
0.536,-0.010,0.160
0.539,0.125,0.130
0.542,0.080,0.065
0.544,-0.050,0.005
0.547,-0.170,-0.060
0.550,-0.225,-0.105
0.553,-0.280,-0.130
0.556,-0.340,-0.105
0.558,-0.320,-0.105
0.561,-0.255,-0.120
0.564,-0.150,-0.105
0.567,-0.045,-0.065
0.569,-0.010,0.005
