'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.155,-0.095
0.003,-0.155,-0.095
0.006,-0.155,-0.095
0.008,-0.155,-0.095
0.011,-0.155,-0.095
0.014,-0.155,-0.095
0.017,-0.155,-0.095
0.019,-0.155,-0.095
0.022,-0.170,-0.105
0.025,-0.175,-0.130
0.028,-0.195,-0.140
0.031,-0.220,-0.125
0.033,-0.210,-0.085
0.036,-0.215,-0.055
0.039,-0.240,-0.030
0.042,-0.260,-0.030
0.044,-0.265,-0.035
0.047,-0.270,-0.055
0.050,-0.280,-0.065
0.053,-0.290,-0.070
0.056,-0.285,-0.060
0.058,-0.300,-0.045
0.061,-0.305,-0.050
0.064,-0.320,-0.060
0.067,-0.345,-0.015
0.069,-0.340,0.015
0.072,-0.325,0.060
0.075,-0.305,0.075
0.078,-0.305,0.050
0.081,-0.310,0.015
0.083,-0.320,0.000
0.086,-0.320,0.040
0.089,-0.310,0.080
0.092,-0.315,0.100
0.094,-0.340,0.095
0.097,-0.360,0.060
0.100,-0.375,0.070
0.103,-0.355,0.080
0.106,-0.350,0.100
0.108,-0.335,0.095
0.111,-0.345,0.060
0.114,-0.365,0.045
0.117,-0.400,0.050
0.119,-0.400,0.075
0.122,-0.365,0.070
0.125,-0.370,0.055
0.128,-0.340,0.045
0.131,-0.355,0.045
0.133,-0.350,0.045
0.136,-0.355,0.040
0.139,-0.370,0.035
0.142,-0.370,0.025
0.144,-0.355,0.020
0.147,-0.350,0.000
0.150,-0.355,0.000
0.153,-0.355,0.005
0.156,-0.375,0.005
0.158,-0.385,0.020
0.161,-0.405,0.015
0.164,-0.435,0.025
0.167,-0.415,0.005
0.169,-0.355,-0.005
0.172,-0.300,-0.010
0.175,-0.275,-0.005
0.178,-0.275,-0.005
0.181,-0.270,0.010
0.183,-0.270,0.035
0.186,-0.265,0.075
0.189,-0.265,0.085
0.192,-0.260,0.085
0.194,-0.250,0.065
0.197,-0.235,0.025
0.200,-0.210,0.015
0.203,-0.180,0.010
0.206,-0.165,0.030
0.208,-0.180,0.055
0.211,-0.190,0.070
0.214,-0.190,0.065
0.217,-0.175,0.055
0.219,-0.165,0.035
0.222,-0.160,-0.015
0.225,-0.180,-0.105
0.228,-0.230,-0.170
0.231,-0.280,-0.180
0.233,-0.310,-0.145
0.236,-0.330,-0.125
0.239,-0.325,-0.125
0.242,-0.330,-0.125
0.244,-0.335,-0.170
0.247,-0.340,-0.195
0.250,-0.345,-0.215
0.253,-0.330,-0.220
0.256,-0.350,-0.210
0.258,-0.355,-0.200
0.261,-0.385,-0.220
0.264,-0.405,-0.210
0.267,-0.430,-0.195
0.269,-0.430,-0.160
0.272,-0.400,-0.145
0.275,-0.400,-0.170
0.278,-0.390,-0.185
0.281,-0.380,-0.200
0.283,-0.370,-0.210
0.286,-0.355,-0.230
0.289,-0.365,-0.215
0.292,-0.345,-0.195
0.294,-0.345,-0.230
0.297,-0.390,-0.270
0.300,-0.410,-0.290
0.303,-0.415,-0.275
0.306,-0.425,-0.255
0.308,-0.390,-0.240
0.311,-0.385,-0.245
0.314,-0.395,-0.240
0.317,-0.410,-0.250
0.319,-0.405,-0.255
0.322,-0.435,-0.240
0.325,-0.435,-0.240
0.328,-0.410,-0.215
0.331,-0.380,-0.200
0.333,-0.370,-0.175
0.336,-0.360,-0.155
0.339,-0.360,-0.130
0.342,-0.390,-0.130
0.344,-0.390,-0.125
0.347,-0.375,-0.095
0.350,-0.345,-0.070
0.353,-0.325,-0.070
0.356,-0.330,-0.075
0.358,-0.335,-0.090
0.361,-0.335,-0.115
0.364,-0.360,-0.085
0.367,-0.370,-0.065
0.369,-0.350,-0.040
0.372,-0.290,-0.050
0.375,-0.230,-0.080
0.378,-0.185,-0.075
0.381,-0.205,-0.085
0.383,-0.265,-0.055
0.386,-0.285,-0.015
0.389,-0.270,-0.005
0.392,-0.280,-0.030
0.394,-0.315,-0.060
0.397,-0.365,-0.070
0.400,-0.405,-0.070
0.403,-0.430,-0.185
0.406,-0.445,-0.480
0.408,-0.450,-0.865
0.411,-0.415,-1.255
0.414,-0.375,-1.690
0.417,-0.290,-2.160
0.419,-0.225,-2.570
0.422,-0.165,-2.850
0.425,-0.140,-2.945
0.428,-0.130,-2.940
0.431,-0.115,-2.830
0.433,-0.040,-2.520
0.436,0.175,-1.925
0.439,0.425,-1.290
0.442,0.565,-0.655
0.444,0.550,-0.080
0.447,0.440,0.020
0.450,0.330,0.040
0.453,0.225,0.065
0.456,0.105,0.090
0.458,-0.005,0.120
0.461,-0.085,0.150
0.464,-0.175,0.170
0.467,-0.210,0.180
0.469,-0.225,0.195
0.472,-0.220,0.160
0.475,-0.235,0.130
0.478,-0.235,0.135
0.481,-0.235,0.165
0.483,-0.210,0.235
0.486,-0.180,0.275
0.489,-0.200,0.250
0.492,-0.185,0.220
