'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.125,-0.780
0.003,-0.125,-0.780
0.006,-0.125,-0.780
0.008,-0.125,-0.780
0.011,-0.125,-0.780
0.014,-0.125,-0.780
0.017,-0.125,-0.780
0.019,-0.125,-0.800
0.022,-0.135,-0.810
0.025,-0.125,-0.840
0.028,-0.125,-0.830
0.031,-0.120,-0.820
0.033,-0.095,-0.815
0.036,-0.085,-0.810
0.039,-0.105,-0.800
0.042,-0.170,-0.815
0.044,-0.225,-0.835
0.047,-0.255,-0.840
0.050,-0.280,-0.820
0.053,-0.295,-0.810
0.056,-0.340,-0.825
0.058,-0.395,-0.850
0.061,-0.410,-0.860
0.064,-0.405,-0.845
0.067,-0.380,-0.840
0.069,-0.370,-0.845
0.072,-0.390,-0.850
0.075,-0.410,-0.865
0.078,-0.425,-0.875
0.081,-0.420,-0.855
0.083,-0.405,-0.850
0.086,-0.370,-0.855
0.089,-0.375,-0.855
0.092,-0.390,-0.850
0.094,-0.410,-0.865
0.097,-0.405,-0.865
0.100,-0.395,-0.855
0.103,-0.375,-0.850
0.106,-0.390,-0.845
0.108,-0.395,-0.845
0.111,-0.395,-0.860
0.114,-0.395,-0.850
0.117,-0.385,-0.840
0.119,-0.380,-0.830
0.122,-0.385,-0.840
0.125,-0.400,-0.855
0.128,-0.405,-0.860
0.131,-0.405,-0.855
0.133,-0.405,-0.855
0.136,-0.415,-0.855
0.139,-0.435,-0.855
0.142,-0.425,-0.870
0.144,-0.425,-0.870
0.147,-0.390,-0.855
0.150,-0.375,-0.845
0.153,-0.365,-0.830
0.156,-0.370,-0.815
0.158,-0.365,-0.825
0.161,-0.380,-0.835
0.164,-0.405,-0.855
0.167,-0.405,-0.905
0.169,-0.390,-0.950
0.172,-0.365,-1.045
0.175,-0.330,-1.140
0.178,-0.320,-1.260
0.181,-0.295,-1.435
0.183,-0.270,-1.670
0.186,-0.280,-1.920
0.189,-0.340,-2.095
0.192,-0.440,-2.170
0.194,-0.510,-2.170
0.197,-0.520,-2.125
0.200,-0.510,-2.080
0.203,-0.510,-2.055
0.206,-0.535,-2.030
0.208,-0.540,-1.995
0.211,-0.585,-1.955
0.214,-0.625,-1.930
0.217,-0.640,-1.890
0.219,-0.650,-1.860
0.222,-0.685,-1.835
0.225,-0.730,-1.810
0.228,-0.780,-1.765
0.231,-0.835,-1.710
0.233,-0.885,-1.665
0.236,-0.915,-1.625
0.239,-0.940,-1.600
0.242,-0.975,-1.585
0.244,-0.980,-1.530
0.247,-0.940,-1.445
0.250,-0.915,-1.360
0.253,-0.895,-1.270
0.256,-0.890,-1.195
0.258,-0.830,-1.140
0.261,-0.760,-1.095
0.264,-0.700,-1.025
0.267,-0.625,-0.955
0.269,-0.580,-0.885
0.272,-0.545,-0.840
0.275,-0.505,-0.820
0.278,-0.485,-0.770
0.281,-0.445,-0.725
0.283,-0.395,-0.670
0.286,-0.370,-0.655
0.289,-0.370,-0.640
0.292,-0.360,-0.645
0.294,-0.360,-0.640
0.297,-0.355,-0.615
0.300,-0.325,-0.595
0.303,-0.315,-0.585
0.306,-0.320,-0.580
0.308,-0.345,-0.595
0.311,-0.345,-0.580
0.314,-0.330,-0.580
0.317,-0.300,-0.565
0.319,-0.285,-0.555
0.322,-0.300,-0.555
0.325,-0.290,-0.545
0.328,-0.295,-0.545
0.331,-0.300,-0.540
0.333,-0.290,-0.515
0.336,-0.280,-0.510
0.339,-0.285,-0.515
0.342,-0.320,-0.530
0.344,-0.320,-0.525
0.347,-0.310,-0.510
0.350,-0.295,-0.485
0.353,-0.285,-0.485
0.356,-0.275,-0.475
0.358,-0.285,-0.485
0.361,-0.290,-0.485
0.364,-0.295,-0.475
0.367,-0.285,-0.465
0.369,-0.285,-0.475
0.372,-0.290,-0.475
0.375,-0.285,-0.485
0.378,-0.275,-0.475
0.381,-0.280,-0.465
0.383,-0.270,-0.455
0.386,-0.260,-0.450
0.389,-0.270,-0.450
0.392,-0.270,-0.470
0.394,-0.275,-0.470
0.397,-0.260,-0.455
0.400,-0.240,-0.435
0.403,-0.225,-0.425
0.406,-0.240,-0.430
0.408,-0.265,-0.435
0.411,-0.280,-0.455
0.414,-0.275,-0.435
0.417,-0.240,-0.430
0.419,-0.220,-0.425
0.422,-0.220,-0.430
0.425,-0.225,-0.440
0.428,-0.240,-0.435
0.431,-0.220,-0.430
0.433,-0.200,-0.415
0.436,-0.190,-0.415
0.439,-0.185,-0.415
0.442,-0.220,-0.435
0.444,-0.245,-0.430
0.447,-0.225,-0.420
0.450,-0.195,-0.410
0.453,-0.185,-0.405
0.456,-0.165,-0.405
0.458,-0.180,-0.420
0.461,-0.190,-0.425
0.464,-0.185,-0.415
0.467,-0.180,-0.400
0.469,-0.165,-0.395
0.472,-0.170,-0.395
0.475,-0.155,-0.415
0.478,-0.160,-0.415
0.481,-0.175,-0.425
0.483,-0.175,-0.420
0.486,-0.145,-0.425
0.489,-0.170,-0.435
0.492,-0.160,-0.440
0.494,-0.165,-0.450
0.497,-0.165,-0.455
0.500,-0.160,-0.440
0.503,-0.155,-0.445
0.506,-0.165,-0.435
0.508,-0.170,-0.455
0.511,-0.190,-0.475
0.514,-0.195,-0.475
0.517,-0.195,-0.470
0.519,-0.180,-0.480
0.522,-0.180,-0.495
0.525,-0.200,-0.500
0.528,-0.200,-0.510
0.531,-0.205,-0.490
0.533,-0.200,-0.500
0.536,-0.190,-0.515
0.539,-0.190,-0.525
0.542,-0.200,-0.550
0.544,-0.230,-0.560
0.547,-0.225,-0.570
0.550,-0.210,-0.560
0.553,-0.215,-0.565
0.556,-0.205,-0.565
0.558,-0.215,-0.565
0.561,-0.230,-0.575
0.564,-0.260,-0.570
0.567,-0.255,-0.560
0.569,-0.250,-0.570
0.572,-0.240,-0.580
0.575,-0.245,-0.580
0.578,-0.250,-0.580
0.581,-0.265,-0.580
0.583,-0.270,-0.560
0.586,-0.255,-0.555
0.589,-0.265,-0.565
0.592,-0.265,-0.575
0.594,-0.270,-0.580
0.597,-0.280,-0.565
0.600,-0.260,-0.545
0.603,-0.255,-0.545
0.606,-0.260,-0.545
0.608,-0.270,-0.565
0.611,-0.275,-0.565
0.614,-0.270,-0.560
0.617,-0.255,-0.545
0.619,-0.255,-0.540
0.622,-0.260,-0.540
0.625,-0.270,-0.540
0.628,-0.275,-0.545
0.631,-0.270,-0.535
0.633,-0.265,-0.525
0.636,-0.255,-0.515
0.639,-0.265,-0.510
0.642,-0.280,-0.520
0.644,-0.285,-0.510
0.647,-0.285,-0.500
0.650,-0.280,-0.495
0.653,-0.260,-0.480
0.656,-0.265,-0.495
0.658,-0.270,-0.500
0.661,-0.280,-0.495
0.664,-0.285,-0.480
0.667,-0.285,-0.465
0.669,-0.260,-0.460
0.672,-0.255,-0.450
0.675,-0.270,-0.465
0.678,-0.275,-0.470
0.681,-0.285,-0.450
0.683,-0.270,-0.430
0.686,-0.275,-0.425
0.689,-0.290,-0.440
0.692,-0.305,-0.440
0.694,-0.320,-0.440
0.697,-0.305,-0.435
0.700,-0.290,-0.415
0.703,-0.275,-0.415
0.706,-0.285,-0.420
0.708,-0.310,-0.425
0.711,-0.325,-0.430
0.714,-0.315,-0.410
0.717,-0.315,-0.415
0.719,-0.300,-0.410
0.722,-0.310,-0.415
0.725,-0.335,-0.430
0.728,-0.340,-0.425
0.731,-0.365,-0.410
0.733,-0.355,-0.405
0.736,-0.335,-0.400
0.739,-0.340,-0.410
0.742,-0.340,-0.425
0.744,-0.375,-0.405
0.747,-0.365,-0.410
0.750,-0.350,-0.410
0.753,-0.340,-0.410
0.756,-0.360,-0.405
0.758,-0.360,-0.410
0.761,-0.375,-0.420
0.764,-0.370,-0.415
0.767,-0.355,-0.405
0.769,-0.350,-0.400
0.772,-0.350,-0.400
0.775,-0.360,-0.415
0.778,-0.370,-0.415
0.781,-0.375,-0.420
0.783,-0.375,-0.405
0.786,-0.350,-0.410
0.789,-0.360,-0.400
0.792,-0.360,-0.415
0.794,-0.380,-0.420
0.797,-0.375,-0.410
0.800,-0.355,-0.400
0.803,-0.345,-0.400
0.806,-0.340,-0.400
0.808,-0.345,-0.415
0.811,-0.355,-0.415
0.814,-0.360,-0.405
0.817,-0.345,-0.390
0.819,-0.335,-0.380
0.822,-0.345,-0.395
0.825,-0.340,-0.405
0.828,-0.340,-0.395
0.831,-0.340,-0.395
0.833,-0.330,-0.380
0.836,-0.330,-0.385
0.839,-0.325,-0.400
0.842,-0.330,-0.395
0.844,-0.335,-0.400
0.847,-0.330,-0.375
0.850,-0.310,-0.375
0.853,-0.295,-0.380
0.856,-0.300,-0.385
0.858,-0.320,-0.395
0.861,-0.330,-0.405
0.864,-0.345,-0.390
0.867,-0.325,-0.385
0.869,-0.315,-0.380
0.872,-0.310,-0.380
0.875,-0.315,-0.385
0.878,-0.345,-0.385
0.881,-0.330,-0.385
0.883,-0.310,-0.375
0.886,-0.290,-0.370
0.889,-0.315,-0.380
0.892,-0.335,-0.395
0.894,-0.335,-0.395
0.897,-0.345,-0.370
0.900,-0.325,-0.360
0.903,-0.305,-0.365
0.906,-0.300,-0.365
0.908,-0.305,-0.370
0.911,-0.305,-0.380
0.914,-0.315,-0.360
0.917,-0.300,-0.350
0.919,-0.290,-0.345
0.922,-0.300,-0.350
0.925,-0.320,-0.345
0.928,-0.325,-0.355
0.931,-0.320,-0.350
0.933,-0.305,-0.335
0.936,-0.305,-0.325
0.939,-0.310,-0.320
0.942,-0.310,-0.350
0.944,-0.310,-0.350
0.947,-0.305,-0.355
0.950,-0.300,-0.345
0.953,-0.280,-0.325
0.956,-0.265,-0.330
0.958,-0.275,-0.320
0.961,-0.280,-0.305
0.964,-0.265,-0.315
0.967,-0.250,-0.290
0.969,-0.235,-0.275
0.972,-0.225,-0.260
0.975,-0.225,-0.255
0.978,-0.230,-0.255
0.981,-0.200,-0.240
0.983,-0.180,-0.235
0.986,-0.155,-0.235
0.989,-0.145,-0.250
0.992,-0.150,-0.285
0.994,-0.150,-0.300
0.997,-0.120,-0.285
1.000,-0.105,-0.270
1.003,-0.095,-0.280
1.006,-0.085,-0.290
1.008,-0.090,-0.290
1.011,-0.095,-0.305
1.014,-0.095,-0.300
1.017,-0.075,-0.285
1.019,-0.055,-0.280
1.022,-0.050,-0.270
1.025,-0.065,-0.285
1.028,-0.110,-0.280
1.031,-0.135,-0.275
1.033,-0.165,-0.270
1.036,-0.185,-0.275
1.039,-0.220,-0.285
1.042,-0.275,-0.295
1.044,-0.320,-0.305
1.047,-0.350,-0.300
1.050,-0.370,-0.310
1.053,-0.350,-0.305
1.056,-0.350,-0.315
1.058,-0.355,-0.325
1.061,-0.360,-0.330
1.064,-0.365,-0.320
1.067,-0.360,-0.305
1.069,-0.345,-0.300
1.072,-0.340,-0.305
1.075,-0.355,-0.310
1.078,-0.370,-0.325
1.081,-0.380,-0.320
1.083,-0.390,-0.290
1.086,-0.360,-0.295
1.089,-0.340,-0.290
1.092,-0.320,-0.295
1.094,-0.340,-0.295
1.097,-0.360,-0.290
1.100,-0.355,-0.280
1.103,-0.345,-0.285
1.106,-0.340,-0.295
1.108,-0.355,-0.300
1.111,-0.350,-0.305
1.114,-0.350,-0.285
1.117,-0.345,-0.280
1.119,-0.350,-0.280
1.122,-0.355,-0.295
1.125,-0.370,-0.305
1.128,-0.370,-0.300
1.131,-0.360,-0.295
1.133,-0.345,-0.275
1.136,-0.330,-0.275
1.139,-0.330,-0.265
1.142,-0.350,-0.280
1.144,-0.360,-0.270
1.147,-0.370,-0.270
1.150,-0.375,-0.290
1.153,-0.385,-0.360
1.156,-0.390,-0.435
1.158,-0.375,-0.525
1.161,-0.345,-0.625
1.164,-0.315,-0.750
1.167,-0.275,-0.940
1.169,-0.250,-1.195
1.172,-0.265,-1.460
1.175,-0.340,-1.660
1.178,-0.425,-1.705
1.181,-0.495,-1.665
1.183,-0.510,-1.605
1.186,-0.495,-1.570
1.189,-0.485,-1.530
1.192,-0.495,-1.510
1.194,-0.530,-1.460
1.197,-0.575,-1.410
1.200,-0.600,-1.375
1.203,-0.630,-1.355
1.206,-0.655,-1.330
1.208,-0.680,-1.295
1.211,-0.725,-1.260
1.214,-0.780,-1.200
1.217,-0.845,-1.145
1.219,-0.900,-1.095
1.222,-0.915,-1.065
1.225,-0.935,-1.025
1.228,-0.935,-0.970
1.231,-0.915,-0.875
1.233,-0.880,-0.755
1.236,-0.855,-0.685
1.239,-0.820,-0.615
1.242,-0.755,-0.560
1.244,-0.685,-0.475
1.247,-0.610,-0.410
1.250,-0.550,-0.330
1.253,-0.510,-0.265
1.256,-0.480,-0.215
1.258,-0.440,-0.180
1.261,-0.390,-0.140
1.264,-0.355,-0.080
1.267,-0.315,-0.045
1.269,-0.300,-0.025
1.272,-0.300,-0.005
1.275,-0.300,-0.010
1.278,-0.300,0.005
1.281,-0.290,0.005
1.283,-0.275,0.020
1.286,-0.265,0.040
1.289,-0.275,0.045
1.292,-0.290,0.040
1.294,-0.300,0.045
1.297,-0.275,0.065
1.300,-0.255,0.080
1.303,-0.245,0.085
1.306,-0.260,0.095
1.308,-0.280,0.095
1.311,-0.275,0.085
1.314,-0.260,0.110
1.317,-0.245,0.120
1.319,-0.240,0.120
1.322,-0.250,0.130
1.325,-0.245,0.115
1.328,-0.260,0.120
1.331,-0.265,0.130
1.333,-0.270,0.145
1.336,-0.240,0.160
1.339,-0.230,0.155
1.342,-0.220,0.140
1.344,-0.225,0.145
1.347,-0.220,0.160
1.350,-0.225,0.170
1.353,-0.225,0.175
1.356,-0.225,0.160
1.358,-0.240,0.160
1.361,-0.240,0.165
1.364,-0.240,0.175
1.367,-0.230,0.195
