'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,-0.095,0.010
0.003,-0.095,0.010
0.006,-0.095,0.010
0.008,-0.095,0.010
0.011,-0.095,0.010
0.014,-0.095,0.010
0.017,-0.095,0.010
0.019,-0.095,0.010
0.022,-0.095,0.010
0.025,-0.090,0.020
0.028,-0.085,0.040
0.031,-0.070,0.030
0.033,-0.060,0.035
0.036,-0.040,0.020
0.039,-0.030,0.015
0.042,-0.015,0.000
0.044,0.010,0.000
0.047,0.055,0.005
0.050,0.095,0.005
0.053,0.150,0.000
0.056,0.215,0.010
0.058,0.290,0.010
0.061,0.365,0.005
0.064,0.445,-0.010
0.067,0.545,-0.005
0.069,0.640,-0.025
0.072,0.755,-0.035
0.075,0.850,-0.055
0.078,0.895,-0.100
0.081,0.875,-0.150
0.083,0.745,-0.205
0.086,0.490,-0.280
0.089,0.130,-0.340
0.092,-0.325,-0.390
0.094,-0.765,-0.400
0.097,-1.150,-0.410
0.100,-1.450,-0.400
0.103,-1.670,-0.400
0.106,-1.825,-0.435
0.108,-1.955,-0.455
0.111,-2.065,-0.470
0.114,-2.150,-0.460
0.117,-2.230,-0.415
0.119,-2.265,-0.320
0.122,-2.290,-0.210
0.125,-2.255,-0.045
0.128,-2.215,0.120
0.131,-2.140,0.300
0.133,-2.050,0.455
0.136,-1.930,0.595
0.139,-1.820,0.715
0.142,-1.715,0.805
0.144,-1.590,0.870
0.147,-1.505,0.915
0.150,-1.430,0.955
0.153,-1.360,0.995
0.156,-1.290,1.025
0.158,-1.210,1.035
0.161,-1.110,1.005
0.164,-0.995,0.955
0.167,-0.880,0.850
0.169,-0.780,0.680
0.172,-0.700,0.460
0.175,-0.630,0.225
0.178,-0.575,-0.010
0.181,-0.530,-0.205
0.183,-0.490,-0.350
0.186,-0.445,-0.425
0.189,-0.345,-0.440
0.192,-0.230,-0.420
0.194,-0.090,-0.360
0.197,0.035,-0.310
0.200,0.185,-0.260
0.203,0.270,-0.205
0.206,0.330,-0.170
0.208,0.350,-0.130
0.211,0.350,-0.115
0.214,0.325,-0.110
0.217,0.300,-0.110
0.219,0.310,-0.130
0.222,0.315,-0.115
0.225,0.330,-0.110
0.228,0.350,-0.105
0.231,0.375,-0.105
0.233,0.395,-0.090
0.236,0.390,-0.090
0.239,0.410,-0.095
0.242,0.435,-0.095
0.244,0.445,-0.110
0.247,0.450,-0.115
0.250,0.460,-0.130
0.253,0.465,-0.135
0.256,0.480,-0.140
0.258,0.480,-0.140
0.261,0.510,-0.130
0.264,0.535,-0.110
0.267,0.560,-0.100
0.269,0.575,-0.115
0.272,0.610,-0.105
0.275,0.630,-0.110
0.278,0.635,-0.130
0.281,0.640,-0.135
0.283,0.655,-0.145
0.286,0.670,-0.155
0.289,0.685,-0.150
0.292,0.705,-0.145
0.294,0.725,-0.140
0.297,0.750,-0.130
0.300,0.775,-0.130
0.303,0.805,-0.120
0.306,0.825,-0.140
0.308,0.850,-0.150
0.311,0.860,-0.170
0.314,0.865,-0.180
0.317,0.875,-0.170
0.319,0.895,-0.175
0.322,0.910,-0.185
0.325,0.925,-0.170
0.328,0.935,-0.185
0.331,0.945,-0.180
0.333,0.950,-0.195
0.336,0.950,-0.200
0.339,0.945,-0.210
0.342,0.940,-0.220
0.344,0.940,-0.225
0.347,0.925,-0.240
0.350,0.905,-0.250
0.353,0.880,-0.265
0.356,0.850,-0.260
0.358,0.820,-0.260
0.361,0.810,-0.260
0.364,0.780,-0.270
0.367,0.760,-0.260
0.369,0.735,-0.255
0.372,0.700,-0.255
0.375,0.665,-0.245
0.378,0.625,-0.245
0.381,0.585,-0.255
0.383,0.550,-0.265
0.386,0.505,-0.265
