'Elapsed time','MLII','V1'
'seconds','mV','mV'
0.000,0.220,0.185
0.003,0.220,0.185
0.006,0.220,0.185
0.008,0.220,0.185
0.011,0.220,0.185
0.014,0.220,0.185
0.017,0.220,0.185
0.019,0.220,0.185
0.022,0.220,0.185
0.025,0.190,0.165
0.028,0.170,0.185
0.031,0.140,0.195
0.033,0.145,0.225
0.036,0.125,0.215
0.039,0.110,0.190
0.042,0.070,0.200
0.044,0.025,0.205
0.047,0.010,0.220
0.050,0.005,0.235
0.053,0.000,0.240
0.056,-0.030,0.215
0.058,-0.050,0.205
0.061,-0.080,0.225
0.064,-0.080,0.240
0.067,-0.080,0.255
0.069,-0.085,0.245
0.072,-0.110,0.245
0.075,-0.145,0.230
0.078,-0.160,0.230
0.081,-0.140,0.250
0.083,-0.130,0.260
0.086,-0.130,0.250
0.089,-0.140,0.225
0.092,-0.155,0.220
0.094,-0.180,0.225
0.097,-0.175,0.235
0.100,-0.160,0.245
0.103,-0.155,0.245
0.106,-0.170,0.245
0.108,-0.165,0.225
0.111,-0.170,0.225
0.114,-0.160,0.250
0.117,-0.150,0.260
0.119,-0.165,0.270
0.122,-0.170,0.245
0.125,-0.185,0.230
0.128,-0.190,0.235
0.131,-0.165,0.250
0.133,-0.155,0.260
0.136,-0.155,0.260
0.139,-0.155,0.240
0.142,-0.155,0.245
0.144,-0.160,0.245
0.147,-0.145,0.275
0.150,-0.115,0.295
0.153,-0.110,0.280
0.156,-0.110,0.260
0.158,-0.130,0.250
0.161,-0.130,0.270
0.164,-0.125,0.275
0.167,-0.090,0.290
0.169,-0.070,0.265
0.172,-0.070,0.250
0.175,-0.070,0.250
0.178,-0.075,0.250
0.181,-0.070,0.255
0.183,-0.095,0.250
0.186,-0.120,0.225
0.189,-0.130,0.205
0.192,-0.130,0.220
0.194,-0.140,0.220
0.197,-0.130,0.225
0.200,-0.130,0.225
0.203,-0.150,0.225
0.206,-0.155,0.215
0.208,-0.160,0.205
0.211,-0.155,0.210
0.214,-0.130,0.245
0.217,-0.115,0.250
0.219,-0.155,0.250
0.222,-0.175,0.235
0.225,-0.200,0.220
0.228,-0.195,0.235
0.231,-0.175,0.235
0.233,-0.165,0.230
0.236,-0.190,0.235
0.239,-0.200,0.230
0.242,-0.205,0.210
0.244,-0.200,0.230
0.247,-0.180,0.235
0.250,-0.165,0.235
0.253,-0.165,0.250
0.256,-0.175,0.235
0.258,-0.190,0.225
0.261,-0.175,0.230
0.264,-0.175,0.260
0.267,-0.175,0.265
0.269,-0.180,0.260
0.272,-0.185,0.235
0.275,-0.185,0.220
0.278,-0.175,0.235
0.281,-0.180,0.240
0.283,-0.170,0.250
0.286,-0.165,0.240
0.289,-0.175,0.235
0.292,-0.175,0.235
0.294,-0.185,0.245
0.297,-0.180,0.245
0.300,-0.145,0.255
0.303,-0.170,0.235
0.306,-0.190,0.200
0.308,-0.215,0.205
0.311,-0.215,0.220
0.314,-0.200,0.255
0.317,-0.185,0.265
0.319,-0.190,0.280
0.322,-0.190,0.285
0.325,-0.150,0.270
0.328,-0.025,0.260
0.331,0.140,0.220
0.333,0.315,0.175
