'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.580,-0.335
'0:00.003',-0.580,-0.335
'0:00.006',-0.580,-0.335
'0:00.008',-0.580,-0.335
'0:00.011',-0.580,-0.335
'0:00.014',-0.580,-0.335
'0:00.017',-0.580,-0.335
'0:00.019',-0.580,-0.335
'0:00.022',-0.585,-0.330
'0:00.025',-0.590,-0.320
'0:00.028',-0.580,-0.320
'0:00.031',-0.580,-0.315
'0:00.033',-0.575,-0.300
'0:00.036',-0.555,-0.315
'0:00.039',-0.570,-0.310
'0:00.042',-0.575,-0.320
'0:00.044',-0.585,-0.330
'0:00.047',-0.585,-0.330
'0:00.050',-0.595,-0.340
'0:00.053',-0.595,-0.340
'0:00.056',-0.610,-0.335
'0:00.058',-0.605,-0.320
'0:00.061',-0.590,-0.330
'0:00.064',-0.585,-0.320
'0:00.067',-0.580,-0.305
'0:00.069',-0.580,-0.310
'0:00.072',-0.585,-0.320
'0:00.075',-0.590,-0.330
'0:00.078',-0.595,-0.335
'0:00.081',-0.605,-0.345
'0:00.083',-0.600,-0.350
'0:00.086',-0.600,-0.345
'0:00.089',-0.605,-0.335
'0:00.092',-0.605,-0.325
'0:00.094',-0.590,-0.330
'0:00.097',-0.585,-0.320
'0:00.100',-0.590,-0.310
'0:00.103',-0.575,-0.330
'0:00.106',-0.580,-0.325
'0:00.108',-0.585,-0.320
'0:00.111',-0.585,-0.330
'0:00.114',-0.575,-0.340
'0:00.117',-0.595,-0.340
'0:00.119',-0.600,-0.335
'0:00.122',-0.605,-0.345
'0:00.125',-0.595,-0.330
'0:00.128',-0.590,-0.315
'0:00.131',-0.600,-0.320
'0:00.133',-0.590,-0.315
'0:00.136',-0.585,-0.320
'0:00.139',-0.580,-0.320
'0:00.142',-0.580,-0.330
'0:00.144',-0.585,-0.345
'0:00.147',-0.600,-0.340
'0:00.150',-0.605,-0.345
'0:00.153',-0.605,-0.340
'0:00.156',-0.620,-0.345
'0:00.158',-0.610,-0.335
'0:00.161',-0.610,-0.325
'0:00.164',-0.600,-0.315
'0:00.167',-0.600,-0.310
'0:00.169',-0.585,-0.310
'0:00.172',-0.595,-0.330
'0:00.175',-0.590,-0.330
'0:00.178',-0.610,-0.330
'0:00.181',-0.610,-0.345
'0:00.183',-0.610,-0.350
'0:00.186',-0.605,-0.345
'0:00.189',-0.605,-0.340
'0:00.192',-0.595,-0.335
'0:00.194',-0.595,-0.320
'0:00.197',-0.590,-0.310
'0:00.200',-0.565,-0.300
'0:00.203',-0.585,-0.315
'0:00.206',-0.570,-0.315
'0:00.208',-0.575,-0.315
'0:00.211',-0.580,-0.315
'0:00.214',-0.585,-0.310
'0:00.217',-0.590,-0.325
'0:00.219',-0.595,-0.310
'0:00.222',-0.590,-0.295
'0:00.225',-0.575,-0.275
'0:00.228',-0.560,-0.275
'0:00.231',-0.550,-0.250
'0:00.233',-0.535,-0.240
'0:00.236',-0.525,-0.255
'0:00.239',-0.515,-0.260
'0:00.242',-0.510,-0.265
'0:00.244',-0.490,-0.290
'0:00.247',-0.495,-0.310
'0:00.250',-0.490,-0.320
'0:00.253',-0.495,-0.325
'0:00.256',-0.480,-0.340
'0:00.258',-0.465,-0.340
'0:00.261',-0.455,-0.335
