'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',0.175,0.635
'0:00.003',0.175,0.635
'0:00.006',0.175,0.635
'0:00.008',0.175,0.635
'0:00.011',0.175,0.635
'0:00.014',0.175,0.635
'0:00.017',0.175,0.635
'0:00.019',0.175,0.635
'0:00.022',0.175,0.635
'0:00.025',0.180,0.635
'0:00.028',0.185,0.645
'0:00.031',0.210,0.620
'0:00.033',0.230,0.615
'0:00.036',0.220,0.595
'0:00.039',0.195,0.580
'0:00.042',0.160,0.570
'0:00.044',0.095,0.580
'0:00.047',0.060,0.595
'0:00.050',0.085,0.590
'0:00.053',0.150,0.585
'0:00.056',0.195,0.580
'0:00.058',0.160,0.575
'0:00.061',0.065,0.590
'0:00.064',0.055,0.590
'0:00.067',0.120,0.585
'0:00.069',0.220,0.570
'0:00.072',0.240,0.545
'0:00.075',0.200,0.560
'0:00.078',0.160,0.575
'0:00.081',0.140,0.590
'0:00.083',0.140,0.600
'0:00.086',0.125,0.600
'0:00.089',0.110,0.575
'0:00.092',0.100,0.585
'0:00.094',0.110,0.595
'0:00.097',0.135,0.620
'0:00.100',0.140,0.625
'0:00.103',0.105,0.620
'0:00.106',0.055,0.600
'0:00.108',0.030,0.600
'0:00.111',0.010,0.595
'0:00.114',0.015,0.610
'0:00.117',-0.015,0.610
'0:00.119',-0.035,0.615
'0:00.122',-0.060,0.610
'0:00.125',-0.090,0.595
'0:00.128',-0.125,0.620
'0:00.131',-0.125,0.655
'0:00.133',-0.110,0.660
'0:00.136',-0.110,0.650
'0:00.139',-0.110,0.605
'0:00.142',-0.130,0.565
'0:00.144',-0.130,0.545
'0:00.147',-0.135,0.550
'0:00.150',-0.140,0.565
'0:00.153',-0.150,0.580
'0:00.156',-0.175,0.580
'0:00.158',-0.160,0.580
'0:00.161',-0.165,0.580
'0:00.164',-0.170,0.585
'0:00.167',-0.185,0.585
'0:00.169',-0.195,0.580
'0:00.172',-0.180,0.570
'0:00.175',-0.165,0.555
'0:00.178',-0.175,0.560
'0:00.181',-0.200,0.590
'0:00.183',-0.215,0.590
'0:00.186',-0.215,0.575
'0:00.189',-0.185,0.570
'0:00.192',-0.170,0.555
'0:00.194',-0.190,0.550
'0:00.197',-0.230,0.545
