'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',0.000,0.125
'0:00.003',0.000,0.125
'0:00.006',0.000,0.125
'0:00.008',0.000,0.125
'0:00.011',0.000,0.125
'0:00.014',0.000,0.125
'0:00.017',0.000,0.125
'0:00.019',0.000,0.125
'0:00.022',0.000,0.125
'0:00.025',0.005,0.130
'0:00.028',0.015,0.145
'0:00.031',0.025,0.170
'0:00.033',0.035,0.160
'0:00.036',0.035,0.140
'0:00.039',0.015,0.135
'0:00.042',0.015,0.130
'0:00.044',0.025,0.140
'0:00.047',0.050,0.145
'0:00.050',0.060,0.140
'0:00.053',0.055,0.120
'0:00.056',0.040,0.115
'0:00.058',0.045,0.125
'0:00.061',0.065,0.130
'0:00.064',0.085,0.125
'0:00.067',0.095,0.110
'0:00.069',0.085,0.105
'0:00.072',0.085,0.080
'0:00.075',0.085,0.090
'0:00.078',0.105,0.105
'0:00.081',0.125,0.100
'0:00.083',0.135,0.085
'0:00.086',0.135,0.070
'0:00.089',0.135,0.060
'0:00.092',0.145,0.060
'0:00.094',0.150,0.060
'0:00.097',0.175,0.070
'0:00.100',0.195,0.045
'0:00.103',0.200,0.020
'0:00.106',0.180,0.015
'0:00.108',0.190,0.015
'0:00.111',0.215,0.030
'0:00.114',0.255,0.035
'0:00.117',0.270,0.025
'0:00.119',0.275,0.005
'0:00.122',0.265,0.005
'0:00.125',0.270,-0.005
'0:00.128',0.280,0.000
'0:00.131',0.305,0.015
'0:00.133',0.325,0.000
'0:00.136',0.320,0.000
'0:00.139',0.325,-0.015
'0:00.142',0.320,0.005
'0:00.144',0.335,0.005
'0:00.147',0.350,0.030
'0:00.150',0.355,0.015
'0:00.153',0.335,0.010
'0:00.156',0.325,0.015
'0:00.158',0.315,0.030
'0:00.161',0.315,0.040
'0:00.164',0.310,0.080
'0:00.167',0.290,0.075
'0:00.169',0.265,0.070
'0:00.172',0.235,0.075
'0:00.175',0.215,0.090
'0:00.178',0.195,0.120
'0:00.181',0.180,0.130
'0:00.183',0.170,0.110
'0:00.186',0.140,0.090
'0:00.189',0.105,0.095
'0:00.192',0.085,0.105
'0:00.194',0.090,0.110
'0:00.197',0.085,0.120
'0:00.200',0.075,0.125
'0:00.203',0.045,0.105
'0:00.206',0.010,0.110
'0:00.208',-0.010,0.120
'0:00.211',-0.010,0.135
'0:00.214',0.005,0.145
'0:00.217',0.005,0.130
'0:00.219',-0.015,0.115
'0:00.222',-0.030,0.115
'0:00.225',-0.045,0.125
'0:00.228',-0.045,0.125
'0:00.231',-0.025,0.140
'0:00.233',-0.030,0.135
'0:00.236',-0.030,0.110
'0:00.239',-0.050,0.105
'0:00.242',-0.070,0.115
'0:00.244',-0.050,0.125
'0:00.247',-0.040,0.145
'0:00.250',-0.035,0.135
'0:00.253',-0.050,0.120
'0:00.256',-0.070,0.120
'0:00.258',-0.070,0.120
'0:00.261',-0.060,0.140
'0:00.264',-0.045,0.145
'0:00.267',-0.045,0.130
'0:00.269',-0.060,0.115
'0:00.272',-0.060,0.115
'0:00.275',-0.075,0.115
'0:00.278',-0.050,0.130
'0:00.281',-0.040,0.140
'0:00.283',-0.030,0.145
'0:00.286',-0.035,0.130
'0:00.289',-0.060,0.130
'0:00.292',-0.085,0.145
'0:00.294',-0.065,0.150
'0:00.297',-0.045,0.170
'0:00.300',-0.045,0.165
'0:00.303',-0.050,0.155
'0:00.306',-0.065,0.140
'0:00.308',-0.075,0.140
'0:00.311',-0.060,0.150
'0:00.314',-0.055,0.155
'0:00.317',-0.050,0.150
'0:00.319',-0.060,0.145
'0:00.322',-0.080,0.140
'0:00.325',-0.085,0.155
'0:00.328',-0.075,0.175
'0:00.331',-0.045,0.175
'0:00.333',-0.040,0.165
'0:00.336',-0.055,0.155
'0:00.339',-0.060,0.140
'0:00.342',-0.075,0.140
'0:00.344',-0.065,0.165
'0:00.347',-0.060,0.185
'0:00.350',-0.055,0.165
'0:00.353',-0.055,0.155
'0:00.356',-0.075,0.135
'0:00.358',-0.070,0.145
'0:00.361',-0.050,0.155
'0:00.364',-0.045,0.165
'0:00.367',-0.045,0.155
'0:00.369',-0.055,0.140
'0:00.372',-0.070,0.135
'0:00.375',-0.080,0.135
'0:00.378',-0.075,0.160
'0:00.381',-0.055,0.185
'0:00.383',-0.045,0.160
'0:00.386',-0.060,0.160
'0:00.389',-0.070,0.155
'0:00.392',-0.085,0.150
'0:00.394',-0.065,0.160
'0:00.397',-0.050,0.175
'0:00.400',-0.050,0.165
'0:00.403',-0.050,0.155
'0:00.406',-0.065,0.135
'0:00.408',-0.075,0.160
'0:00.411',-0.060,0.170
'0:00.414',-0.050,0.180
'0:00.417',-0.040,0.185
'0:00.419',-0.050,0.165
'0:00.422',-0.070,0.155
'0:00.425',-0.065,0.150
'0:00.428',-0.060,0.165
'0:00.431',-0.065,0.170
'0:00.433',-0.055,0.165
'0:00.436',-0.055,0.150
'0:00.439',-0.080,0.150
'0:00.442',-0.080,0.155
'0:00.444',-0.065,0.175
'0:00.447',-0.055,0.175
'0:00.450',-0.040,0.185
'0:00.453',-0.045,0.155
'0:00.456',-0.065,0.145
'0:00.458',-0.080,0.150
'0:00.461',-0.070,0.160
'0:00.464',-0.060,0.165
'0:00.467',-0.060,0.175
'0:00.469',-0.070,0.165
'0:00.472',-0.065,0.150
'0:00.475',-0.085,0.155
'0:00.478',-0.050,0.175
'0:00.481',-0.045,0.175
'0:00.483',-0.050,0.165
'0:00.486',-0.055,0.145
'0:00.489',-0.070,0.145
'0:00.492',-0.070,0.140
'0:00.494',-0.050,0.155
'0:00.497',-0.050,0.170
