'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.875,-0.650
'0:00.003',-0.875,-0.650
'0:00.006',-0.875,-0.650
'0:00.008',-0.875,-0.650
'0:00.011',-0.875,-0.650
'0:00.014',-0.875,-0.650
'0:00.017',-0.875,-0.650
'0:00.019',-0.860,-0.650
'0:00.022',-0.850,-0.650
'0:00.025',-0.840,-0.665
'0:00.028',-0.840,-0.665
'0:00.031',-0.825,-0.660
'0:00.033',-0.830,-0.675
'0:00.036',-0.835,-0.680
'0:00.039',-0.845,-0.685
'0:00.042',-0.855,-0.680
'0:00.044',-0.850,-0.680
'0:00.047',-0.855,-0.675
'0:00.050',-0.850,-0.670
'0:00.053',-0.835,-0.660
'0:00.056',-0.825,-0.650
'0:00.058',-0.825,-0.650
'0:00.061',-0.840,-0.650
'0:00.064',-0.840,-0.670
'0:00.067',-0.825,-0.675
'0:00.069',-0.825,-0.680
'0:00.072',-0.830,-0.705
'0:00.075',-0.825,-0.695
'0:00.078',-0.835,-0.695
'0:00.081',-0.830,-0.675
'0:00.083',-0.835,-0.665
'0:00.086',-0.830,-0.655
'0:00.089',-0.820,-0.650
'0:00.092',-0.805,-0.660
'0:00.094',-0.805,-0.670
'0:00.097',-0.805,-0.670
'0:00.100',-0.810,-0.685
'0:00.103',-0.815,-0.685
'0:00.106',-0.820,-0.695
'0:00.108',-0.830,-0.700
'0:00.111',-0.830,-0.685
'0:00.114',-0.825,-0.685
'0:00.117',-0.840,-0.670
'0:00.119',-0.825,-0.665
'0:00.122',-0.800,-0.655
'0:00.125',-0.795,-0.660
'0:00.128',-0.795,-0.665
'0:00.131',-0.800,-0.675
'0:00.133',-0.805,-0.675
'0:00.136',-0.805,-0.680
'0:00.139',-0.805,-0.680
'0:00.142',-0.810,-0.690
'0:00.144',-0.810,-0.675
'0:00.147',-0.815,-0.675
'0:00.150',-0.815,-0.670
'0:00.153',-0.805,-0.665
'0:00.156',-0.800,-0.660
'0:00.158',-0.790,-0.660
'0:00.161',-0.800,-0.665
'0:00.164',-0.800,-0.680
'0:00.167',-0.805,-0.685
'0:00.169',-0.820,-0.680
'0:00.172',-0.825,-0.690
'0:00.175',-0.825,-0.695
'0:00.178',-0.820,-0.685
'0:00.181',-0.815,-0.680
'0:00.183',-0.805,-0.665
'0:00.186',-0.800,-0.660
'0:00.189',-0.795,-0.675
'0:00.192',-0.800,-0.665
'0:00.194',-0.785,-0.680
'0:00.197',-0.800,-0.670
'0:00.200',-0.795,-0.685
'0:00.203',-0.800,-0.690
'0:00.206',-0.810,-0.695
'0:00.208',-0.810,-0.695
'0:00.211',-0.810,-0.685
'0:00.214',-0.815,-0.685
'0:00.217',-0.815,-0.665
'0:00.219',-0.800,-0.670
'0:00.222',-0.785,-0.655
'0:00.225',-0.790,-0.665
'0:00.228',-0.780,-0.670
'0:00.231',-0.795,-0.670
'0:00.233',-0.795,-0.680
'0:00.236',-0.795,-0.690
'0:00.239',-0.800,-0.700
'0:00.242',-0.805,-0.695
'0:00.244',-0.815,-0.695
'0:00.247',-0.805,-0.690
'0:00.250',-0.800,-0.670
'0:00.253',-0.790,-0.675
'0:00.256',-0.795,-0.670
'0:00.258',-0.790,-0.660
'0:00.261',-0.785,-0.670
'0:00.264',-0.780,-0.665
'0:00.267',-0.770,-0.670
'0:00.269',-0.775,-0.675
'0:00.272',-0.785,-0.665
'0:00.275',-0.795,-0.670
'0:00.278',-0.795,-0.660
'0:00.281',-0.775,-0.665
'0:00.283',-0.775,-0.655
'0:00.286',-0.755,-0.665
'0:00.289',-0.750,-0.660
'0:00.292',-0.740,-0.680
'0:00.294',-0.740,-0.700
'0:00.297',-0.740,-0.715
'0:00.300',-0.745,-0.755
'0:00.303',-0.750,-0.775
'0:00.306',-0.740,-0.790
'0:00.308',-0.745,-0.795
'0:00.311',-0.750,-0.775
'0:00.314',-0.745,-0.760
'0:00.317',-0.745,-0.745
'0:00.319',-0.735,-0.730
'0:00.322',-0.730,-0.725
'0:00.325',-0.720,-0.725
'0:00.328',-0.730,-0.740
'0:00.331',-0.720,-0.740
'0:00.333',-0.730,-0.740
'0:00.336',-0.715,-0.745
'0:00.339',-0.720,-0.740
'0:00.342',-0.740,-0.725
'0:00.344',-0.755,-0.710
'0:00.347',-0.735,-0.690
'0:00.350',-0.735,-0.675
'0:00.353',-0.735,-0.670
'0:00.356',-0.735,-0.655
'0:00.358',-0.730,-0.660
'0:00.361',-0.735,-0.670
'0:00.364',-0.750,-0.670
'0:00.367',-0.755,-0.690
'0:00.369',-0.770,-0.680
