'Elapsed time','MLII','V5'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.805,-0.455
'0:00.003',-0.805,-0.455
'0:00.006',-0.805,-0.455
'0:00.008',-0.805,-0.455
'0:00.011',-0.805,-0.455
'0:00.014',-0.805,-0.455
'0:00.017',-0.805,-0.455
'0:00.019',-0.820,-0.455
'0:00.022',-0.835,-0.455
'0:00.025',-0.840,-0.430
'0:00.028',-0.835,-0.435
'0:00.031',-0.845,-0.415
'0:00.033',-0.840,-0.420
'0:00.036',-0.840,-0.405
'0:00.039',-0.855,-0.400
'0:00.042',-0.880,-0.415
'0:00.044',-0.905,-0.420
'0:00.047',-0.940,-0.440
'0:00.050',-0.950,-0.475
'0:00.053',-0.985,-0.485
'0:00.056',-0.980,-0.495
'0:00.058',-1.020,-0.490
'0:00.061',-1.015,-0.495
'0:00.064',-1.020,-0.490
'0:00.067',-1.015,-0.490
'0:00.069',-1.010,-0.475
'0:00.072',-0.990,-0.465
'0:00.075',-0.995,-0.470
'0:00.078',-0.995,-0.485
'0:00.081',-1.010,-0.490
'0:00.083',-1.020,-0.505
'0:00.086',-1.030,-0.515
'0:00.089',-1.040,-0.515
'0:00.092',-1.035,-0.505
'0:00.094',-1.035,-0.515
'0:00.097',-1.040,-0.490
'0:00.100',-1.025,-0.495
'0:00.103',-1.025,-0.470
'0:00.106',-1.005,-0.455
'0:00.108',-1.010,-0.470
'0:00.111',-1.005,-0.455
'0:00.114',-1.010,-0.470
'0:00.117',-1.010,-0.485
'0:00.119',-1.025,-0.480
'0:00.122',-1.030,-0.505
'0:00.125',-1.045,-0.490
'0:00.128',-1.035,-0.495
'0:00.131',-1.035,-0.480
'0:00.133',-1.020,-0.480
'0:00.136',-1.010,-0.470
'0:00.139',-0.995,-0.455
'0:00.142',-0.995,-0.465
'0:00.144',-0.980,-0.455
'0:00.147',-0.965,-0.470
'0:00.150',-0.980,-0.465
'0:00.153',-0.985,-0.495
'0:00.156',-0.980,-0.495
'0:00.158',-0.970,-0.475
'0:00.161',-0.960,-0.480
'0:00.164',-0.935,-0.445
'0:00.167',-0.910,-0.410
'0:00.169',-0.860,-0.335
'0:00.172',-0.745,-0.265
'0:00.175',-0.580,-0.130
'0:00.178',-0.360,0.030
'0:00.181',-0.095,0.185
'0:00.183',0.165,0.305
'0:00.186',0.435,0.385
'0:00.189',0.710,0.405
'0:00.192',0.975,0.445
'0:00.194',1.160,0.460
'0:00.197',1.200,0.460
'0:00.200',1.070,0.415
'0:00.203',0.735,0.305
'0:00.206',0.255,0.140
'0:00.208',-0.310,-0.135
'0:00.211',-0.910,-0.455
'0:00.214',-1.395,-0.815
'0:00.217',-1.660,-1.085
'0:00.219',-1.700,-1.220
'0:00.222',-1.590,-1.170
'0:00.225',-1.395,-1.020
'0:00.228',-1.230,-0.845
'0:00.231',-1.105,-0.720
'0:00.233',-1.065,-0.595
'0:00.236',-1.030,-0.545
'0:00.239',-1.050,-0.545
'0:00.242',-1.050,-0.540
'0:00.244',-1.035,-0.545
'0:00.247',-1.020,-0.540
'0:00.250',-1.020,-0.530
'0:00.253',-0.995,-0.510
'0:00.256',-0.995,-0.505
'0:00.258',-1.000,-0.505
'0:00.261',-1.010,-0.475
'0:00.264',-1.020,-0.490
'0:00.267',-1.005,-0.450
'0:00.269',-1.010,-0.460
'0:00.272',-1.000,-0.440
'0:00.275',-0.990,-0.455
'0:00.278',-0.985,-0.450
'0:00.281',-1.000,-0.475
'0:00.283',-1.000,-0.455
'0:00.286',-0.995,-0.465
'0:00.289',-1.010,-0.475
'0:00.292',-1.010,-0.470
'0:00.294',-1.020,-0.475
'0:00.297',-1.020,-0.455
'0:00.300',-0.990,-0.440
'0:00.303',-0.990,-0.440
'0:00.306',-0.980,-0.435
'0:00.308',-0.970,-0.430
'0:00.311',-0.970,-0.440
'0:00.314',-0.975,-0.440
'0:00.317',-0.990,-0.455
'0:00.319',-0.990,-0.450
'0:00.322',-0.990,-0.460
'0:00.325',-1.010,-0.460
'0:00.328',-1.015,-0.450
'0:00.331',-1.020,-0.425
'0:00.333',-1.005,-0.420
'0:00.336',-1.000,-0.435
'0:00.339',-0.975,-0.415
'0:00.342',-0.980,-0.425
'0:00.344',-0.980,-0.415
'0:00.347',-0.975,-0.420
'0:00.350',-0.990,-0.430
'0:00.353',-0.990,-0.435
'0:00.356',-1.005,-0.430
'0:00.358',-1.000,-0.425
'0:00.361',-1.005,-0.435
'0:00.364',-0.995,-0.410
'0:00.367',-1.000,-0.420
'0:00.369',-0.975,-0.410
'0:00.372',-0.965,-0.410
'0:00.375',-0.960,-0.410
'0:00.378',-0.965,-0.415
'0:00.381',-0.960,-0.420
'0:00.383',-0.960,-0.420
'0:00.386',-0.960,-0.425
'0:00.389',-0.980,-0.415
'0:00.392',-0.975,-0.410
'0:00.394',-0.970,-0.400
'0:00.397',-0.960,-0.385
'0:00.400',-0.945,-0.380
'0:00.403',-0.930,-0.365
'0:00.406',-0.910,-0.345
'0:00.408',-0.910,-0.335
'0:00.411',-0.925,-0.345
'0:00.414',-0.905,-0.330
'0:00.417',-0.910,-0.330
'0:00.419',-0.900,-0.355
'0:00.422',-0.915,-0.360
'0:00.425',-0.910,-0.340
