'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.095,0.025
'0:00.003',-0.095,0.025
'0:00.006',-0.095,0.025
'0:00.008',-0.095,0.025
'0:00.011',-0.095,0.025
'0:00.014',-0.095,0.025
'0:00.017',-0.095,0.025
'0:00.019',-0.095,0.025
'0:00.022',-0.110,0.025
'0:00.025',-0.140,0.010
'0:00.028',-0.140,0.025
'0:00.031',-0.135,0.055
'0:00.033',-0.115,0.045
'0:00.036',-0.110,0.040
'0:00.039',-0.135,0.025
'0:00.042',-0.150,0.020
'0:00.044',-0.180,0.015
'0:00.047',-0.175,0.025
'0:00.050',-0.160,0.040
'0:00.053',-0.150,0.045
'0:00.056',-0.160,0.030
'0:00.058',-0.170,0.000
'0:00.061',-0.185,0.020
'0:00.064',-0.180,0.015
'0:00.067',-0.175,0.030
'0:00.069',-0.155,0.020
'0:00.072',-0.170,0.010
'0:00.075',-0.195,-0.015
'0:00.078',-0.210,-0.015
'0:00.081',-0.175,0.000
'0:00.083',-0.145,0.010
'0:00.086',-0.135,-0.010
'0:00.089',-0.125,-0.010
'0:00.092',-0.145,-0.015
'0:00.094',-0.165,-0.020
'0:00.097',-0.155,-0.005
'0:00.100',-0.135,0.015
'0:00.103',-0.120,0.000
'0:00.106',-0.110,-0.005
'0:00.108',-0.110,0.010
'0:00.111',-0.125,0.060
'0:00.114',-0.120,0.105
'0:00.117',-0.120,0.115
'0:00.119',-0.100,0.055
'0:00.122',-0.030,-0.015
'0:00.125',0.075,-0.140
'0:00.128',0.200,-0.240
'0:00.131',0.315,-0.325
'0:00.133',0.405,-0.420
'0:00.136',0.480,-0.555
'0:00.139',0.570,-0.715
'0:00.142',0.660,-0.860
'0:00.144',0.815,-0.975
'0:00.147',1.005,-1.055
'0:00.150',1.240,-1.100
'0:00.153',1.465,-1.150
'0:00.156',1.700,-1.195
'0:00.158',1.910,-1.230
'0:00.161',2.055,-1.225
'0:00.164',2.100,-1.210
'0:00.167',2.045,-1.205
'0:00.169',1.850,-1.235
'0:00.172',1.470,-1.245
'0:00.175',1.045,-1.235
'0:00.178',0.745,-1.160
'0:00.181',0.595,-1.085
'0:00.183',0.500,-1.005
'0:00.186',0.465,-0.925
'0:00.189',0.435,-0.825
'0:00.192',0.415,-0.720
'0:00.194',0.395,-0.615
'0:00.197',0.375,-0.515
'0:00.200',0.350,-0.440
'0:00.203',0.300,-0.385
'0:00.206',0.245,-0.335
'0:00.208',0.180,-0.285
'0:00.211',0.135,-0.225
'0:00.214',0.115,-0.165
'0:00.217',0.115,-0.115
'0:00.219',0.075,-0.060
'0:00.222',0.025,-0.040
'0:00.225',-0.020,-0.010
'0:00.228',-0.070,0.055
'0:00.231',-0.100,0.120
'0:00.233',-0.130,0.165
'0:00.236',-0.155,0.195
'0:00.239',-0.200,0.215
'0:00.242',-0.245,0.215
'0:00.244',-0.275,0.240
'0:00.247',-0.290,0.285
'0:00.250',-0.285,0.290
'0:00.253',-0.275,0.290
'0:00.256',-0.290,0.295
'0:00.258',-0.305,0.290
'0:00.261',-0.325,0.315
'0:00.264',-0.325,0.335
'0:00.267',-0.320,0.350
'0:00.269',-0.330,0.365
'0:00.272',-0.340,0.355
'0:00.275',-0.350,0.345
'0:00.278',-0.350,0.375
'0:00.281',-0.345,0.395
'0:00.283',-0.340,0.435
'0:00.286',-0.340,0.430
'0:00.289',-0.350,0.440
'0:00.292',-0.360,0.430
'0:00.294',-0.365,0.435
'0:00.297',-0.375,0.475
'0:00.300',-0.375,0.505
'0:00.303',-0.360,0.510
'0:00.306',-0.365,0.515
'0:00.308',-0.395,0.530
'0:00.311',-0.390,0.560
'0:00.314',-0.395,0.585
'0:00.317',-0.385,0.605
'0:00.319',-0.405,0.615
'0:00.322',-0.420,0.635
'0:00.325',-0.425,0.645
'0:00.328',-0.440,0.670
'0:00.331',-0.440,0.715
'0:00.333',-0.440,0.745
'0:00.336',-0.450,0.745
'0:00.339',-0.465,0.725
'0:00.342',-0.460,0.725
'0:00.344',-0.490,0.765
'0:00.347',-0.475,0.795
'0:00.350',-0.465,0.825
'0:00.353',-0.480,0.835
'0:00.356',-0.510,0.835
'0:00.358',-0.530,0.850
'0:00.361',-0.555,0.845
'0:00.364',-0.560,0.875
'0:00.367',-0.525,0.905
'0:00.369',-0.535,0.885
'0:00.372',-0.560,0.875
'0:00.375',-0.590,0.860
'0:00.378',-0.620,0.875
'0:00.381',-0.585,0.880
'0:00.383',-0.570,0.875
'0:00.386',-0.560,0.850
'0:00.389',-0.575,0.830
'0:00.392',-0.585,0.780
'0:00.394',-0.595,0.765
'0:00.397',-0.565,0.755
'0:00.400',-0.540,0.745
'0:00.403',-0.525,0.695
'0:00.406',-0.510,0.660
'0:00.408',-0.525,0.600
'0:00.411',-0.515,0.585
'0:00.414',-0.470,0.575
'0:00.417',-0.445,0.545
'0:00.419',-0.410,0.515
'0:00.422',-0.400,0.455
'0:00.425',-0.390,0.400
'0:00.428',-0.370,0.355
'0:00.431',-0.345,0.340
'0:00.433',-0.300,0.320
'0:00.436',-0.290,0.285
