'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-2.045,-1.245
'0:00.003',-2.045,-1.245
'0:00.006',-2.045,-1.245
'0:00.008',-2.045,-1.245
'0:00.011',-2.045,-1.245
'0:00.014',-2.090,-1.245
'0:00.017',-2.140,-1.245
'0:00.019',-2.205,-1.345
'0:00.022',-2.270,-1.445
'0:00.025',-2.340,-1.575
'0:00.028',-2.405,-1.720
'0:00.031',-2.465,-1.830
'0:00.033',-2.545,-1.830
'0:00.036',-2.580,-1.715
'0:00.039',-2.555,-1.515
'0:00.042',-2.435,-1.310
'0:00.044',-2.220,-1.095
'0:00.047',-1.940,-0.910
'0:00.050',-1.640,-0.780
'0:00.053',-1.425,-0.690
'0:00.056',-1.215,-0.605
'0:00.058',-1.050,-0.480
'0:00.061',-0.935,-0.355
'0:00.064',-0.840,-0.210
'0:00.067',-0.780,-0.095
'0:00.069',-0.720,-0.015
'0:00.072',-0.690,0.045
'0:00.075',-0.640,0.105
'0:00.078',-0.595,0.150
'0:00.081',-0.570,0.215
'0:00.083',-0.540,0.290
'0:00.086',-0.500,0.340
'0:00.089',-0.480,0.380
'0:00.092',-0.450,0.415
'0:00.094',-0.395,0.440
'0:00.097',-0.325,0.480
'0:00.100',-0.250,0.515
'0:00.103',-0.200,0.550
'0:00.106',-0.165,0.570
'0:00.108',-0.140,0.600
'0:00.111',-0.115,0.640
'0:00.114',-0.080,0.695
'0:00.117',-0.035,0.715
'0:00.119',0.005,0.750
'0:00.122',0.045,0.745
'0:00.125',0.090,0.745
'0:00.128',0.140,0.745
'0:00.131',0.180,0.760
'0:00.133',0.235,0.750
'0:00.136',0.270,0.770
'0:00.139',0.300,0.770
'0:00.142',0.295,0.770
'0:00.144',0.300,0.775
'0:00.147',0.300,0.795
'0:00.150',0.320,0.815
'0:00.153',0.340,0.820
'0:00.156',0.345,0.820
'0:00.158',0.355,0.820
'0:00.161',0.375,0.835
'0:00.164',0.400,0.850
'0:00.167',0.430,0.870
'0:00.169',0.460,0.855
'0:00.172',0.475,0.865
'0:00.175',0.480,0.865
'0:00.178',0.495,0.865
'0:00.181',0.525,0.900
'0:00.183',0.560,0.915
'0:00.186',0.600,0.940
'0:00.189',0.635,0.945
'0:00.192',0.650,0.935
'0:00.194',0.680,0.960
'0:00.197',0.710,0.985
'0:00.200',0.755,0.995
'0:00.203',0.785,0.995
'0:00.206',0.810,1.010
'0:00.208',0.820,1.015
'0:00.211',0.840,1.035
'0:00.214',0.870,1.055
'0:00.217',0.920,1.070
'0:00.219',0.965,1.075
'0:00.222',0.980,1.090
'0:00.225',1.000,1.095
'0:00.228',1.030,1.100
'0:00.231',1.070,1.130
'0:00.233',1.095,1.145
'0:00.236',1.105,1.135
'0:00.239',1.100,1.140
'0:00.242',1.100,1.135
'0:00.244',1.115,1.135
'0:00.247',1.130,1.150
'0:00.250',1.145,1.160
'0:00.253',1.155,1.150
'0:00.256',1.150,1.130
'0:00.258',1.140,1.130
'0:00.261',1.130,1.110
'0:00.264',1.125,1.115
'0:00.267',1.130,1.105
'0:00.269',1.110,1.095
'0:00.272',1.085,1.080
'0:00.275',1.045,1.050
'0:00.278',1.015,1.030
'0:00.281',0.985,1.020
'0:00.283',0.955,1.010
'0:00.286',0.920,0.980
'0:00.289',0.880,0.940
'0:00.292',0.840,0.915
'0:00.294',0.785,0.895
'0:00.297',0.745,0.885
'0:00.300',0.720,0.865
'0:00.303',0.685,0.815
'0:00.306',0.635,0.790
'0:00.308',0.575,0.745
'0:00.311',0.515,0.715
'0:00.314',0.470,0.710
'0:00.317',0.425,0.695
'0:00.319',0.365,0.670
'0:00.322',0.305,0.650
'0:00.325',0.250,0.625
'0:00.328',0.190,0.590
'0:00.331',0.160,0.595
'0:00.333',0.140,0.580
'0:00.336',0.095,0.560
'0:00.339',0.050,0.540
'0:00.342',0.005,0.520
