'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.105,0.190
'0:00.003',-0.105,0.190
'0:00.006',-0.105,0.190
'0:00.008',-0.105,0.190
'0:00.011',-0.105,0.190
'0:00.014',-0.105,0.190
'0:00.017',-0.105,0.190
'0:00.019',-0.105,0.190
'0:00.022',-0.125,0.190
'0:00.025',-0.145,0.220
'0:00.028',-0.150,0.225
'0:00.031',-0.175,0.250
'0:00.033',-0.195,0.225
'0:00.036',-0.205,0.210
'0:00.039',-0.200,0.210
'0:00.042',-0.200,0.220
'0:00.044',-0.195,0.230
'0:00.047',-0.200,0.230
'0:00.050',-0.200,0.215
'0:00.053',-0.210,0.210
'0:00.056',-0.210,0.215
'0:00.058',-0.190,0.225
'0:00.061',-0.190,0.230
'0:00.064',-0.200,0.240
'0:00.067',-0.215,0.230
'0:00.069',-0.225,0.220
'0:00.072',-0.225,0.225
'0:00.075',-0.210,0.230
'0:00.078',-0.210,0.255
'0:00.081',-0.230,0.270
'0:00.083',-0.245,0.270
'0:00.086',-0.260,0.265
'0:00.089',-0.255,0.260
'0:00.092',-0.245,0.285
'0:00.094',-0.230,0.295
'0:00.097',-0.245,0.295
'0:00.100',-0.280,0.295
'0:00.103',-0.255,0.280
'0:00.106',-0.165,0.275
'0:00.108',-0.015,0.225
'0:00.111',0.160,0.110
'0:00.114',0.375,-0.040
'0:00.117',0.645,-0.175
'0:00.119',0.985,-0.270
'0:00.122',1.370,-0.350
'0:00.125',1.725,-0.395
'0:00.128',1.935,-0.395
'0:00.131',1.895,-0.330
'0:00.133',1.625,-0.225
'0:00.136',1.280,-0.120
'0:00.139',0.915,-0.015
'0:00.142',0.550,0.090
'0:00.144',0.260,0.120
'0:00.147',0.045,0.110
'0:00.150',-0.110,0.105
'0:00.153',-0.210,0.115
'0:00.156',-0.255,0.140
'0:00.158',-0.260,0.190
'0:00.161',-0.235,0.220
'0:00.164',-0.235,0.225
'0:00.167',-0.270,0.205
'0:00.169',-0.290,0.205
'0:00.172',-0.305,0.230
'0:00.175',-0.295,0.240
'0:00.178',-0.295,0.265
'0:00.181',-0.300,0.255
'0:00.183',-0.330,0.240
'0:00.186',-0.335,0.225
'0:00.189',-0.325,0.240
'0:00.192',-0.325,0.250
'0:00.194',-0.315,0.260
'0:00.197',-0.320,0.260
'0:00.200',-0.330,0.260
'0:00.203',-0.330,0.240
'0:00.206',-0.325,0.240
'0:00.208',-0.315,0.265
'0:00.211',-0.320,0.260
'0:00.214',-0.325,0.260
'0:00.217',-0.325,0.245
'0:00.219',-0.340,0.245
'0:00.222',-0.325,0.240
'0:00.225',-0.300,0.255
'0:00.228',-0.300,0.265
'0:00.231',-0.315,0.260
'0:00.233',-0.320,0.235
'0:00.236',-0.335,0.235
'0:00.239',-0.330,0.240
'0:00.242',-0.305,0.260
'0:00.244',-0.300,0.260
'0:00.247',-0.310,0.270
'0:00.250',-0.325,0.250
'0:00.253',-0.335,0.235
'0:00.256',-0.315,0.240
'0:00.258',-0.295,0.240
'0:00.261',-0.310,0.255
'0:00.264',-0.310,0.250
'0:00.267',-0.325,0.215
'0:00.269',-0.315,0.200
'0:00.272',-0.300,0.215
'0:00.275',-0.290,0.225
'0:00.278',-0.275,0.230
'0:00.281',-0.275,0.215
'0:00.283',-0.285,0.195
'0:00.286',-0.290,0.185
'0:00.289',-0.275,0.185
'0:00.292',-0.260,0.190
'0:00.294',-0.245,0.200
'0:00.297',-0.255,0.185
'0:00.300',-0.255,0.165
'0:00.303',-0.255,0.150
'0:00.306',-0.230,0.140
'0:00.308',-0.210,0.145
'0:00.311',-0.180,0.150
'0:00.314',-0.170,0.140
'0:00.317',-0.170,0.110
'0:00.319',-0.170,0.090
'0:00.322',-0.165,0.095
'0:00.325',-0.130,0.090
'0:00.328',-0.110,0.085
'0:00.331',-0.110,0.075
'0:00.333',-0.110,0.065
'0:00.336',-0.105,0.035
'0:00.339',-0.095,0.040
'0:00.342',-0.080,0.060
'0:00.344',-0.050,0.050
'0:00.347',-0.050,0.055
'0:00.350',-0.050,0.040
'0:00.353',-0.050,0.030
'0:00.356',-0.040,0.025
'0:00.358',-0.020,0.045
'0:00.361',-0.015,0.070
'0:00.364',-0.020,0.080
'0:00.367',-0.045,0.070
'0:00.369',-0.050,0.085
'0:00.372',-0.050,0.095
'0:00.375',-0.035,0.120
'0:00.378',-0.045,0.150
'0:00.381',-0.065,0.165
'0:00.383',-0.105,0.180
'0:00.386',-0.115,0.160
'0:00.389',-0.120,0.185
'0:00.392',-0.110,0.215
'0:00.394',-0.115,0.245
'0:00.397',-0.150,0.230
'0:00.400',-0.180,0.240
'0:00.403',-0.195,0.235
'0:00.406',-0.195,0.245
'0:00.408',-0.195,0.260
'0:00.411',-0.195,0.275
'0:00.414',-0.215,0.280
'0:00.417',-0.245,0.275
'0:00.419',-0.250,0.255
'0:00.422',-0.245,0.265
'0:00.425',-0.235,0.280
'0:00.428',-0.235,0.295
'0:00.431',-0.235,0.290
'0:00.433',-0.260,0.270
'0:00.436',-0.270,0.260
'0:00.439',-0.255,0.270
'0:00.442',-0.240,0.290
'0:00.444',-0.245,0.295
'0:00.447',-0.260,0.285
'0:00.450',-0.285,0.270
'0:00.453',-0.290,0.265
'0:00.456',-0.265,0.275
'0:00.458',-0.250,0.295
'0:00.461',-0.255,0.300
'0:00.464',-0.255,0.300
'0:00.467',-0.270,0.280
'0:00.469',-0.280,0.270
'0:00.472',-0.260,0.280
'0:00.475',-0.245,0.305
'0:00.478',-0.245,0.300
'0:00.481',-0.245,0.290
'0:00.483',-0.270,0.275
'0:00.486',-0.260,0.265
'0:00.489',-0.240,0.265
'0:00.492',-0.235,0.280
'0:00.494',-0.240,0.305
'0:00.497',-0.250,0.305
'0:00.500',-0.255,0.285
'0:00.503',-0.250,0.260
'0:00.506',-0.225,0.280
'0:00.508',-0.190,0.280
'0:00.511',-0.190,0.270
'0:00.514',-0.195,0.250
'0:00.517',-0.195,0.225
'0:00.519',-0.165,0.195
'0:00.522',-0.130,0.180
'0:00.525',-0.065,0.165
'0:00.528',-0.020,0.115
'0:00.531',-0.005,0.080
'0:00.533',0.040,0.015
'0:00.536',0.115,-0.040
'0:00.539',0.225,-0.100
'0:00.542',0.330,-0.160
'0:00.544',0.415,-0.245
'0:00.547',0.470,-0.320
'0:00.550',0.530,-0.410
'0:00.553',0.625,-0.465
'0:00.556',0.770,-0.550
'0:00.558',0.890,-0.600
'0:00.561',1.000,-0.660
'0:00.564',1.070,-0.725
'0:00.567',1.155,-0.785
'0:00.569',1.265,-0.825
'0:00.572',1.400,-0.855
'0:00.575',1.535,-0.870
'0:00.578',1.660,-0.875
'0:00.581',1.705,-0.885
'0:00.583',1.675,-0.860
'0:00.586',1.600,-0.800
'0:00.589',1.525,-0.725
'0:00.592',1.470,-0.625
'0:00.594',1.405,-0.535
'0:00.597',1.310,-0.450
'0:00.600',1.225,-0.345
'0:00.603',1.195,-0.250
'0:00.606',1.150,-0.165
'0:00.608',1.085,-0.100
'0:00.611',1.010,-0.065
'0:00.614',0.935,-0.055
'0:00.617',0.875,-0.045
'0:00.619',0.885,-0.055
'0:00.622',0.900,-0.040
'0:00.625',0.875,-0.045
'0:00.628',0.760,-0.065
'0:00.631',0.605,-0.060
'0:00.633',0.455,-0.045
'0:00.636',0.280,-0.005
'0:00.639',0.125,0.070
'0:00.642',-0.070,0.165
'0:00.644',-0.245,0.255
'0:00.647',-0.400,0.335
'0:00.650',-0.490,0.365
'0:00.653',-0.510,0.410
'0:00.656',-0.545,0.420
'0:00.658',-0.595,0.460
'0:00.661',-0.635,0.465
'0:00.664',-0.655,0.480
'0:00.667',-0.675,0.485
'0:00.669',-0.685,0.495
'0:00.672',-0.705,0.505
'0:00.675',-0.720,0.525
'0:00.678',-0.720,0.525
'0:00.681',-0.735,0.535
'0:00.683',-0.750,0.535
'0:00.686',-0.765,0.550
'0:00.689',-0.750,0.545
'0:00.692',-0.770,0.570
'0:00.694',-0.795,0.595
'0:00.697',-0.795,0.600
'0:00.700',-0.820,0.600
'0:00.703',-0.820,0.600
'0:00.706',-0.825,0.615
'0:00.708',-0.855,0.630
'0:00.711',-0.860,0.650
'0:00.714',-0.880,0.665
'0:00.717',-0.885,0.660
'0:00.719',-0.905,0.665
'0:00.722',-0.905,0.680
'0:00.725',-0.905,0.695
'0:00.728',-0.925,0.725
'0:00.731',-0.940,0.735
'0:00.733',-0.975,0.735
'0:00.736',-0.980,0.750
'0:00.739',-0.980,0.755
'0:00.742',-0.965,0.785
'0:00.744',-0.965,0.800
'0:00.747',-0.995,0.795
'0:00.750',-1.015,0.790
'0:00.753',-1.020,0.790
'0:00.756',-1.025,0.815
'0:00.758',-1.030,0.825
'0:00.761',-1.035,0.825
'0:00.764',-1.035,0.825
'0:00.767',-1.040,0.810
'0:00.769',-1.035,0.790
'0:00.772',-1.040,0.790
'0:00.775',-0.995,0.780
'0:00.778',-0.990,0.775
'0:00.781',-1.000,0.770
'0:00.783',-1.010,0.720
'0:00.786',-0.995,0.700
'0:00.789',-0.965,0.675
'0:00.792',-0.910,0.670
'0:00.794',-0.905,0.640
'0:00.797',-0.905,0.620
'0:00.800',-0.885,0.585
'0:00.803',-0.850,0.535
'0:00.806',-0.790,0.515
'0:00.808',-0.745,0.515
'0:00.811',-0.720,0.490
'0:00.814',-0.715,0.475
'0:00.817',-0.695,0.425
'0:00.819',-0.665,0.405
'0:00.822',-0.605,0.400
'0:00.825',-0.565,0.385
'0:00.828',-0.540,0.395
'0:00.831',-0.530,0.365
'0:00.833',-0.515,0.330
'0:00.836',-0.475,0.320
'0:00.839',-0.445,0.320
'0:00.842',-0.415,0.330
'0:00.844',-0.410,0.315
'0:00.847',-0.410,0.310
'0:00.850',-0.410,0.290
'0:00.853',-0.395,0.275
'0:00.856',-0.380,0.295
'0:00.858',-0.355,0.290
'0:00.861',-0.355,0.295
'0:00.864',-0.385,0.295
'0:00.867',-0.390,0.285
'0:00.869',-0.390,0.275
'0:00.872',-0.360,0.280
