'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.320,-1.240
'0:00.003',-0.320,-1.240
'0:00.006',-0.320,-1.240
'0:00.008',-0.320,-1.240
'0:00.011',-0.320,-1.240
'0:00.014',-0.320,-1.240
'0:00.017',-0.320,-1.240
'0:00.019',-0.320,-1.310
'0:00.022',-0.025,-1.375
'0:00.025',0.265,-1.445
'0:00.028',0.580,-1.515
'0:00.031',0.925,-1.565
'0:00.033',1.310,-1.575
'0:00.036',1.670,-1.575
'0:00.039',2.010,-1.540
'0:00.042',2.240,-1.465
'0:00.044',2.315,-1.365
'0:00.047',2.185,-1.245
'0:00.050',1.770,-1.145
'0:00.053',1.130,-1.055
'0:00.056',0.490,-1.020
'0:00.058',-0.150,-0.975
'0:00.061',-0.790,-0.945
'0:00.064',-1.430,-0.910
'0:00.067',-1.640,-0.870
'0:00.069',-1.385,-0.850
'0:00.072',-1.105,-0.850
'0:00.075',-0.920,-0.865
'0:00.078',-0.855,-0.880
'0:00.081',-0.900,-0.885
'0:00.083',-0.995,-0.875
'0:00.086',-1.090,-0.850
'0:00.089',-1.170,-0.835
'0:00.092',-1.200,-0.820
'0:00.094',-1.180,-0.800
'0:00.097',-1.185,-0.805
'0:00.100',-1.155,-0.765
'0:00.103',-1.145,-0.765
'0:00.106',-1.125,-0.775
'0:00.108',-1.135,-0.785
'0:00.111',-1.155,-0.795
'0:00.114',-1.165,-0.790
'0:00.117',-1.175,-0.790
'0:00.119',-1.185,-0.775
'0:00.122',-1.185,-0.780
'0:00.125',-1.185,-0.755
'0:00.128',-1.145,-0.755
'0:00.131',-1.135,-0.735
'0:00.133',-1.120,-0.755
'0:00.136',-1.100,-0.760
'0:00.139',-1.075,-0.760
'0:00.142',-1.090,-0.770
'0:00.144',-1.100,-0.790
'0:00.147',-1.105,-0.795
'0:00.150',-1.110,-0.780
'0:00.153',-1.110,-0.775
'0:00.156',-1.115,-0.760
'0:00.158',-1.110,-0.740
'0:00.161',-1.075,-0.725
'0:00.164',-1.080,-0.735
'0:00.167',-1.050,-0.730
'0:00.169',-1.035,-0.730
'0:00.172',-1.035,-0.740
'0:00.175',-1.025,-0.750
'0:00.178',-1.020,-0.730
'0:00.181',-1.010,-0.760
'0:00.183',-1.000,-0.755
'0:00.186',-1.000,-0.755
'0:00.189',-0.980,-0.730
'0:00.192',-0.960,-0.720
'0:00.194',-0.935,-0.690
'0:00.197',-0.920,-0.680
'0:00.200',-0.895,-0.680
'0:00.203',-0.885,-0.690
'0:00.206',-0.895,-0.705
'0:00.208',-0.865,-0.710
'0:00.211',-0.840,-0.710
'0:00.214',-0.830,-0.700
'0:00.217',-0.820,-0.695
'0:00.219',-0.810,-0.670
'0:00.222',-0.775,-0.655
'0:00.225',-0.735,-0.640
'0:00.228',-0.695,-0.635
'0:00.231',-0.655,-0.625
'0:00.233',-0.610,-0.620
'0:00.236',-0.575,-0.625
'0:00.239',-0.555,-0.630
'0:00.242',-0.515,-0.640
'0:00.244',-0.515,-0.640
'0:00.247',-0.490,-0.650
'0:00.250',-0.485,-0.645
'0:00.253',-0.470,-0.640
'0:00.256',-0.470,-0.625
'0:00.258',-0.445,-0.615
'0:00.261',-0.425,-0.600
'0:00.264',-0.395,-0.575
'0:00.267',-0.355,-0.575
'0:00.269',-0.340,-0.590
'0:00.272',-0.335,-0.595
'0:00.275',-0.340,-0.625
'0:00.278',-0.350,-0.640
'0:00.281',-0.375,-0.650
'0:00.283',-0.390,-0.640
'0:00.286',-0.415,-0.625
'0:00.289',-0.440,-0.625
'0:00.292',-0.480,-0.625
'0:00.294',-0.495,-0.630
'0:00.297',-0.530,-0.645
'0:00.300',-0.565,-0.645
'0:00.303',-0.605,-0.660
'0:00.306',-0.660,-0.680
'0:00.308',-0.700,-0.700
'0:00.311',-0.740,-0.710
'0:00.314',-0.800,-0.740
'0:00.317',-0.835,-0.735
'0:00.319',-0.895,-0.710
'0:00.322',-0.945,-0.725
'0:00.325',-0.990,-0.725
'0:00.328',-1.020,-0.725
'0:00.331',-1.050,-0.730
'0:00.333',-1.060,-0.700
'0:00.336',-1.090,-0.695
'0:00.339',-1.120,-0.680
'0:00.342',-1.120,-0.710
'0:00.344',-1.145,-0.740
'0:00.347',-1.170,-0.790
'0:00.350',-1.205,-0.810
'0:00.353',-1.255,-0.820
'0:00.356',-1.260,-0.790
'0:00.358',-1.260,-0.775
'0:00.361',-1.245,-0.725
'0:00.364',-1.225,-0.720
'0:00.367',-1.215,-0.735
'0:00.369',-1.215,-0.750
'0:00.372',-1.230,-0.760
'0:00.375',-1.240,-0.765
'0:00.378',-1.245,-0.780
'0:00.381',-1.260,-0.775
'0:00.383',-1.265,-0.775
'0:00.386',-1.275,-0.735
'0:00.389',-1.270,-0.745
'0:00.392',-1.280,-0.745
'0:00.394',-1.260,-0.745
'0:00.397',-1.260,-0.740
'0:00.400',-1.235,-0.750
'0:00.403',-1.240,-0.735
'0:00.406',-1.240,-0.730
'0:00.408',-1.235,-0.735
'0:00.411',-1.245,-0.750
'0:00.414',-1.245,-0.745
'0:00.417',-1.250,-0.750
'0:00.419',-1.270,-0.755
'0:00.422',-1.265,-0.740
'0:00.425',-1.245,-0.730
'0:00.428',-1.230,-0.720
'0:00.431',-1.210,-0.715
'0:00.433',-1.205,-0.710
'0:00.436',-1.215,-0.700
'0:00.439',-1.230,-0.720
'0:00.442',-1.235,-0.730
'0:00.444',-1.250,-0.725
'0:00.447',-1.265,-0.740
'0:00.450',-1.265,-0.720
'0:00.453',-1.270,-0.705
'0:00.456',-1.270,-0.720
'0:00.458',-1.265,-0.705
'0:00.461',-1.250,-0.710
'0:00.464',-1.240,-0.725
'0:00.467',-1.225,-0.735
'0:00.469',-1.235,-0.760
'0:00.472',-1.245,-0.760
'0:00.475',-1.260,-0.740
'0:00.478',-1.280,-0.760
'0:00.481',-1.300,-0.750
'0:00.483',-1.300,-0.755
'0:00.486',-1.305,-0.775
'0:00.489',-1.305,-0.785
'0:00.492',-1.285,-0.775
'0:00.494',-1.290,-0.755
'0:00.497',-1.295,-0.745
'0:00.500',-1.295,-0.725
'0:00.503',-1.300,-0.715
'0:00.506',-1.305,-0.715
'0:00.508',-1.310,-0.760
'0:00.511',-1.325,-0.770
'0:00.514',-1.315,-0.790
'0:00.517',-1.340,-0.790
'0:00.519',-1.340,-0.775
'0:00.522',-1.345,-0.780
'0:00.525',-1.325,-0.750
'0:00.528',-1.330,-0.735
'0:00.531',-1.315,-0.720
'0:00.533',-1.305,-0.700
'0:00.536',-1.295,-0.710
'0:00.539',-1.305,-0.725
'0:00.542',-1.300,-0.740
'0:00.544',-1.305,-0.760
'0:00.547',-1.320,-0.765
'0:00.550',-1.335,-0.765
'0:00.553',-1.335,-0.755
'0:00.556',-1.360,-0.775
'0:00.558',-1.355,-0.760
'0:00.561',-1.350,-0.730
'0:00.564',-1.355,-0.730
'0:00.567',-1.340,-0.715
'0:00.569',-1.345,-0.705
'0:00.572',-1.350,-0.705
'0:00.575',-1.375,-0.725
'0:00.578',-1.385,-0.735
'0:00.581',-1.385,-0.780
'0:00.583',-1.365,-0.755
'0:00.586',-1.365,-0.760
'0:00.589',-1.370,-0.750
'0:00.592',-1.360,-0.725
'0:00.594',-1.345,-0.700
'0:00.597',-1.325,-0.670
'0:00.600',-1.305,-0.665
'0:00.603',-1.270,-0.650
'0:00.606',-1.270,-0.665
'0:00.608',-1.265,-0.650
'0:00.611',-1.275,-0.670
'0:00.614',-1.305,-0.690
'0:00.617',-1.325,-0.695
'0:00.619',-1.330,-0.700
'0:00.622',-1.325,-0.720
'0:00.625',-1.300,-0.715
'0:00.628',-1.270,-0.705
'0:00.631',-1.255,-0.705
'0:00.633',-1.240,-0.695
'0:00.636',-1.235,-0.685
'0:00.639',-1.210,-0.700
'0:00.642',-1.195,-0.680
'0:00.644',-1.195,-0.690
'0:00.647',-1.200,-0.700
'0:00.650',-1.205,-0.720
'0:00.653',-1.200,-0.740
'0:00.656',-1.200,-0.775
'0:00.658',-1.205,-0.760
'0:00.661',-1.215,-0.740
'0:00.664',-1.210,-0.700
'0:00.667',-1.215,-0.690
'0:00.669',-1.230,-0.690
'0:00.672',-1.245,-0.695
'0:00.675',-1.260,-0.725
'0:00.678',-1.280,-0.735
'0:00.681',-1.300,-0.755
'0:00.683',-1.310,-0.770
'0:00.686',-1.350,-0.765
'0:00.689',-1.375,-0.770
'0:00.692',-1.385,-0.745
'0:00.694',-1.400,-0.750
'0:00.697',-1.400,-0.740
'0:00.700',-1.400,-0.755
'0:00.703',-1.400,-0.750
'0:00.706',-1.390,-0.760
'0:00.708',-1.375,-0.760
'0:00.711',-1.385,-0.775
'0:00.714',-1.380,-0.780
'0:00.717',-1.390,-0.775
'0:00.719',-1.410,-0.775
'0:00.722',-1.425,-0.760
'0:00.725',-1.430,-0.740
'0:00.728',-1.420,-0.740
'0:00.731',-1.420,-0.715
'0:00.733',-1.400,-0.695
'0:00.736',-1.385,-0.700
'0:00.739',-1.395,-0.710
'0:00.742',-1.395,-0.740
'0:00.744',-1.395,-0.775
'0:00.747',-1.375,-0.825
'0:00.750',-1.340,-0.860
'0:00.753',-1.290,-0.905
'0:00.756',-1.205,-0.945
'0:00.758',-1.045,-0.970
'0:00.761',-0.870,-1.005
'0:00.764',-0.625,-1.035
'0:00.767',-0.380,-1.080
'0:00.769',-0.105,-1.135
'0:00.772',0.135,-1.195
'0:00.775',0.395,-1.280
'0:00.778',0.665,-1.350
'0:00.781',0.975,-1.360
'0:00.783',1.255,-1.310
'0:00.786',1.430,-1.205
'0:00.789',1.450,-1.080
'0:00.792',1.205,-0.970
'0:00.794',0.665,-0.920
'0:00.797',0.025,-0.885
'0:00.800',-0.615,-0.890
'0:00.803',-1.255,-0.875
'0:00.806',-1.895,-0.870
'0:00.808',-2.070,-0.855
'0:00.811',-1.900,-0.825
'0:00.814',-1.640,-0.785
'0:00.817',-1.390,-0.745
'0:00.819',-1.235,-0.725
'0:00.822',-1.185,-0.720
'0:00.825',-1.200,-0.720
'0:00.828',-1.240,-0.720
'0:00.831',-1.285,-0.740
'0:00.833',-1.320,-0.715
'0:00.836',-1.350,-0.720
'0:00.839',-1.360,-0.710
'0:00.842',-1.360,-0.710
'0:00.844',-1.365,-0.710
'0:00.847',-1.365,-0.695
'0:00.850',-1.365,-0.720
'0:00.853',-1.395,-0.710
'0:00.856',-1.395,-0.715
'0:00.858',-1.380,-0.695
'0:00.861',-1.380,-0.690
'0:00.864',-1.365,-0.695
'0:00.867',-1.335,-0.675
'0:00.869',-1.305,-0.685
'0:00.872',-1.290,-0.685
'0:00.875',-1.285,-0.695
'0:00.878',-1.295,-0.695
'0:00.881',-1.300,-0.715
'0:00.883',-1.290,-0.710
'0:00.886',-1.290,-0.715
'0:00.889',-1.295,-0.695
'0:00.892',-1.275,-0.685
'0:00.894',-1.260,-0.660
'0:00.897',-1.235,-0.675
'0:00.900',-1.225,-0.630
'0:00.903',-1.225,-0.635
'0:00.906',-1.215,-0.650
'0:00.908',-1.210,-0.665
'0:00.911',-1.230,-0.690
'0:00.914',-1.215,-0.695
'0:00.917',-1.195,-0.705
'0:00.919',-1.190,-0.705
'0:00.922',-1.180,-0.695
'0:00.925',-1.155,-0.680
'0:00.928',-1.135,-0.665
'0:00.931',-1.100,-0.665
'0:00.933',-1.075,-0.665
'0:00.936',-1.065,-0.655
'0:00.939',-1.045,-0.680
'0:00.942',-1.035,-0.670
'0:00.944',-1.040,-0.685
'0:00.947',-1.045,-0.675
'0:00.950',-1.025,-0.665
'0:00.953',-1.025,-0.675
'0:00.956',-1.015,-0.650
