'Elapsed time','MLII','V2'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.925,-0.470
'0:00.003',-0.925,-0.470
'0:00.006',-0.925,-0.470
'0:00.008',-0.925,-0.470
'0:00.011',-0.925,-0.470
'0:00.014',-0.925,-0.470
'0:00.017',-0.925,-0.470
'0:00.019',-0.920,-0.470
'0:00.022',-0.920,-0.470
'0:00.025',-0.940,-0.485
'0:00.028',-0.940,-0.490
'0:00.031',-0.955,-0.510
'0:00.033',-0.970,-0.515
'0:00.036',-0.970,-0.515
'0:00.039',-0.980,-0.515
'0:00.042',-0.980,-0.505
'0:00.044',-0.965,-0.500
'0:00.047',-0.950,-0.505
'0:00.050',-0.940,-0.480
'0:00.053',-0.910,-0.475
'0:00.056',-0.925,-0.505
'0:00.058',-0.930,-0.500
'0:00.061',-0.945,-0.530
'0:00.064',-0.950,-0.510
'0:00.067',-0.960,-0.530
'0:00.069',-0.960,-0.535
'0:00.072',-0.965,-0.515
'0:00.075',-0.970,-0.525
'0:00.078',-0.965,-0.510
'0:00.081',-0.970,-0.505
'0:00.083',-0.985,-0.495
'0:00.086',-0.950,-0.500
'0:00.089',-0.950,-0.525
'0:00.092',-0.950,-0.505
'0:00.094',-0.930,-0.525
'0:00.097',-0.925,-0.540
'0:00.100',-0.940,-0.535
'0:00.103',-0.950,-0.545
'0:00.106',-0.970,-0.540
'0:00.108',-0.955,-0.540
'0:00.111',-0.960,-0.515
'0:00.114',-0.960,-0.505
'0:00.117',-0.945,-0.505
'0:00.119',-0.930,-0.510
'0:00.122',-0.925,-0.505
'0:00.125',-0.940,-0.520
'0:00.128',-0.940,-0.525
'0:00.131',-0.940,-0.525
'0:00.133',-0.955,-0.545
'0:00.136',-0.950,-0.545
'0:00.139',-0.980,-0.550
'0:00.142',-0.960,-0.530
'0:00.144',-0.965,-0.530
'0:00.147',-0.945,-0.510
'0:00.150',-0.950,-0.515
'0:00.153',-0.945,-0.500
'0:00.156',-0.945,-0.510
'0:00.158',-0.955,-0.525
'0:00.161',-0.960,-0.530
'0:00.164',-0.955,-0.530
'0:00.167',-0.970,-0.545
'0:00.169',-0.980,-0.555
'0:00.172',-0.970,-0.540
'0:00.175',-0.975,-0.520
'0:00.178',-0.965,-0.525
'0:00.181',-0.950,-0.515
'0:00.183',-0.950,-0.515
'0:00.186',-0.935,-0.510
'0:00.189',-0.930,-0.515
'0:00.192',-0.930,-0.525
'0:00.194',-0.940,-0.535
'0:00.197',-0.935,-0.550
'0:00.200',-0.950,-0.570
'0:00.203',-0.970,-0.555
'0:00.206',-0.965,-0.560
'0:00.208',-0.965,-0.555
'0:00.211',-0.970,-0.530
'0:00.214',-0.970,-0.520
'0:00.217',-0.960,-0.520
'0:00.219',-0.930,-0.520
'0:00.222',-0.950,-0.530
'0:00.225',-0.960,-0.525
'0:00.228',-0.975,-0.545
'0:00.231',-0.955,-0.535
'0:00.233',-0.960,-0.565
'0:00.236',-0.960,-0.560
'0:00.239',-0.960,-0.560
'0:00.242',-0.970,-0.550
'0:00.244',-0.955,-0.535
'0:00.247',-0.940,-0.520
'0:00.250',-0.940,-0.525
'0:00.253',-0.930,-0.525
'0:00.256',-0.925,-0.510
'0:00.258',-0.930,-0.530
'0:00.261',-0.925,-0.535
'0:00.264',-0.935,-0.555
'0:00.267',-0.960,-0.580
'0:00.269',-0.950,-0.560
'0:00.272',-0.960,-0.575
'0:00.275',-0.955,-0.570
'0:00.278',-0.945,-0.535
'0:00.281',-0.940,-0.555
'0:00.283',-0.925,-0.550
'0:00.286',-0.920,-0.520
'0:00.289',-0.925,-0.550
'0:00.292',-0.920,-0.535
'0:00.294',-0.925,-0.555
'0:00.297',-0.935,-0.555
'0:00.300',-0.935,-0.570
'0:00.303',-0.935,-0.565
'0:00.306',-0.960,-0.570
'0:00.308',-0.945,-0.545
'0:00.311',-0.905,-0.550
'0:00.314',-0.885,-0.540
'0:00.317',-0.855,-0.525
'0:00.319',-0.825,-0.510
'0:00.322',-0.825,-0.530
'0:00.325',-0.815,-0.535
'0:00.328',-0.825,-0.535
'0:00.331',-0.810,-0.550
'0:00.333',-0.835,-0.555
'0:00.336',-0.835,-0.530
'0:00.339',-0.835,-0.515
'0:00.342',-0.785,-0.495
'0:00.344',-0.780,-0.480
'0:00.347',-0.760,-0.450
'0:00.350',-0.750,-0.435
'0:00.353',-0.760,-0.415
'0:00.356',-0.745,-0.400
'0:00.358',-0.750,-0.390
'0:00.361',-0.775,-0.390
'0:00.364',-0.780,-0.365
'0:00.367',-0.800,-0.360
'0:00.369',-0.825,-0.355
'0:00.372',-0.845,-0.360
'0:00.375',-0.840,-0.360
'0:00.378',-0.835,-0.355
'0:00.381',-0.825,-0.350
'0:00.383',-0.835,-0.345
'0:00.386',-0.850,-0.345
'0:00.389',-0.865,-0.375
'0:00.392',-0.895,-0.380
'0:00.394',-0.920,-0.415
'0:00.397',-0.930,-0.430
'0:00.400',-0.940,-0.470
'0:00.403',-0.945,-0.490
'0:00.406',-0.955,-0.495
'0:00.408',-0.980,-0.490
'0:00.411',-0.970,-0.505
'0:00.414',-0.970,-0.500
'0:00.417',-0.970,-0.475
'0:00.419',-0.935,-0.485
'0:00.422',-0.965,-0.480
'0:00.425',-0.960,-0.510
'0:00.428',-0.960,-0.515
'0:00.431',-0.965,-0.545
'0:00.433',-0.985,-0.545
'0:00.436',-0.985,-0.555
'0:00.439',-0.990,-0.550
'0:00.442',-0.995,-0.540
'0:00.444',-0.975,-0.530
'0:00.447',-0.985,-0.520
'0:00.450',-0.970,-0.520
'0:00.453',-0.955,-0.510
'0:00.456',-0.945,-0.535
'0:00.458',-0.945,-0.535
'0:00.461',-0.955,-0.550
'0:00.464',-0.950,-0.565
'0:00.467',-0.970,-0.560
'0:00.469',-0.985,-0.585
'0:00.472',-0.975,-0.575
'0:00.475',-0.950,-0.545
'0:00.478',-0.905,-0.550
'0:00.481',-0.830,-0.535
'0:00.483',-0.750,-0.500
'0:00.486',-0.620,-0.425
'0:00.489',-0.500,-0.285
'0:00.492',-0.340,-0.095
'0:00.494',-0.175,0.120
'0:00.497',-0.035,0.370
'0:00.500',0.030,0.625
'0:00.503',0.010,0.890
'0:00.506',-0.110,1.085
'0:00.508',-0.330,1.190
'0:00.511',-0.580,1.175
'0:00.514',-0.865,1.005
'0:00.517',-1.155,0.720
'0:00.519',-1.415,0.380
'0:00.522',-1.625,-0.060
'0:00.525',-1.755,-0.425
'0:00.528',-1.760,-0.725
'0:00.531',-1.680,-0.865
'0:00.533',-1.565,-0.860
'0:00.536',-1.445,-0.785
'0:00.539',-1.330,-0.680
'0:00.542',-1.245,-0.585
'0:00.544',-1.165,-0.530
'0:00.547',-1.100,-0.515
