'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.260,-0.210
'0:00.003',-0.260,-0.210
'0:00.006',-0.260,-0.210
'0:00.008',-0.260,-0.210
'0:00.011',-0.260,-0.210
'0:00.014',-0.260,-0.210
'0:00.017',-0.260,-0.210
'0:00.019',-0.260,-0.210
'0:00.022',-0.260,-0.195
'0:00.025',-0.250,-0.185
'0:00.028',-0.240,-0.175
'0:00.031',-0.225,-0.170
'0:00.033',-0.210,-0.180
'0:00.036',-0.200,-0.180
'0:00.039',-0.200,-0.190
'0:00.042',-0.200,-0.170
'0:00.044',-0.180,-0.180
'0:00.047',-0.170,-0.185
'0:00.050',-0.155,-0.185
'0:00.053',-0.165,-0.190
'0:00.056',-0.170,-0.195
'0:00.058',-0.175,-0.195
'0:00.061',-0.170,-0.175
'0:00.064',-0.165,-0.165
'0:00.067',-0.160,-0.160
'0:00.069',-0.170,-0.205
'0:00.072',-0.175,-0.260
'0:00.075',-0.185,-0.295
'0:00.078',-0.175,-0.295
'0:00.081',-0.170,-0.255
'0:00.083',-0.165,-0.240
'0:00.086',-0.175,-0.245
'0:00.089',-0.200,-0.260
'0:00.092',-0.205,-0.295
'0:00.094',-0.210,-0.300
'0:00.097',-0.210,-0.290
'0:00.100',-0.210,-0.280
'0:00.103',-0.225,-0.285
'0:00.106',-0.240,-0.285
'0:00.108',-0.250,-0.275
'0:00.111',-0.245,-0.265
'0:00.114',-0.245,-0.245
'0:00.117',-0.250,-0.245
'0:00.119',-0.255,-0.255
'0:00.122',-0.270,-0.255
'0:00.125',-0.290,-0.245
'0:00.128',-0.305,-0.230
'0:00.131',-0.310,-0.215
'0:00.133',-0.305,-0.200
'0:00.136',-0.305,-0.190
'0:00.139',-0.310,-0.200
'0:00.142',-0.310,-0.185
'0:00.144',-0.310,-0.180
'0:00.147',-0.295,-0.165
'0:00.150',-0.300,-0.175
'0:00.153',-0.320,-0.160
'0:00.156',-0.325,-0.155
'0:00.158',-0.325,-0.130
'0:00.161',-0.320,-0.125
'0:00.164',-0.305,-0.140
'0:00.167',-0.290,-0.155
'0:00.169',-0.295,-0.155
'0:00.172',-0.290,-0.160
'0:00.175',-0.305,-0.140
'0:00.178',-0.295,-0.120
'0:00.181',-0.285,-0.090
'0:00.183',-0.295,-0.115
'0:00.186',-0.295,-0.130
'0:00.189',-0.300,-0.135
'0:00.192',-0.305,-0.125
'0:00.194',-0.285,-0.100
'0:00.197',-0.285,-0.085
'0:00.200',-0.280,-0.095
'0:00.203',-0.285,-0.110
'0:00.206',-0.290,-0.115
'0:00.208',-0.295,-0.095
'0:00.211',-0.295,-0.085
'0:00.214',-0.280,-0.075
'0:00.217',-0.275,-0.065
'0:00.219',-0.265,-0.065
'0:00.222',-0.255,-0.085
'0:00.225',-0.260,-0.085
'0:00.228',-0.245,-0.100
'0:00.231',-0.235,-0.105
'0:00.233',-0.235,-0.110
'0:00.236',-0.240,-0.140
'0:00.239',-0.240,-0.155
'0:00.242',-0.255,-0.165
'0:00.244',-0.250,-0.175
'0:00.247',-0.245,-0.190
'0:00.250',-0.245,-0.200
'0:00.253',-0.255,-0.210
'0:00.256',-0.260,-0.230
'0:00.258',-0.265,-0.220
'0:00.261',-0.260,-0.215
'0:00.264',-0.270,-0.205
'0:00.267',-0.275,-0.195
'0:00.269',-0.290,-0.205
'0:00.272',-0.300,-0.230
'0:00.275',-0.305,-0.235
'0:00.278',-0.310,-0.220
'0:00.281',-0.305,-0.215
'0:00.283',-0.290,-0.235
'0:00.286',-0.285,-0.260
'0:00.289',-0.300,-0.265
'0:00.292',-0.300,-0.265
'0:00.294',-0.295,-0.245
'0:00.297',-0.285,-0.225
'0:00.300',-0.285,-0.220
'0:00.303',-0.280,-0.230
'0:00.306',-0.290,-0.260
'0:00.308',-0.305,-0.260
'0:00.311',-0.300,-0.245
'0:00.314',-0.300,-0.230
'0:00.317',-0.305,-0.225
'0:00.319',-0.315,-0.235
'0:00.322',-0.335,-0.230
'0:00.325',-0.345,-0.200
'0:00.328',-0.340,-0.170
'0:00.331',-0.330,-0.155
'0:00.333',-0.325,-0.145
'0:00.336',-0.325,-0.145
'0:00.339',-0.330,-0.165
'0:00.342',-0.325,-0.175
'0:00.344',-0.315,-0.175
'0:00.347',-0.300,-0.155
'0:00.350',-0.305,-0.150
'0:00.353',-0.315,-0.145
'0:00.356',-0.335,-0.120
'0:00.358',-0.335,-0.100
'0:00.361',-0.325,-0.075
'0:00.364',-0.310,-0.080
'0:00.367',-0.305,-0.110
'0:00.369',-0.320,-0.145
'0:00.372',-0.330,-0.170
'0:00.375',-0.330,-0.170
'0:00.378',-0.310,-0.150
'0:00.381',-0.305,-0.140
'0:00.383',-0.310,-0.135
'0:00.386',-0.320,-0.135
'0:00.389',-0.335,-0.135
'0:00.392',-0.330,-0.115
'0:00.394',-0.315,-0.075
'0:00.397',-0.305,-0.050
'0:00.400',-0.265,-0.050
'0:00.403',-0.240,-0.090
'0:00.406',-0.210,-0.170
'0:00.408',-0.190,-0.235
'0:00.411',-0.170,-0.300
'0:00.414',-0.130,-0.355
'0:00.417',-0.080,-0.440
'0:00.419',0.005,-0.535
