'Elapsed time','MLII','V1'
'hh:mm:ss.mmm','mV','mV'
'0:00.000',-0.695,-0.955
'0:00.003',-0.695,-0.955
'0:00.006',-0.695,-0.955
'0:00.008',-0.695,-0.955
'0:00.011',-0.695,-0.955
'0:00.014',-0.695,-0.955
'0:00.017',-0.695,-0.955
'0:00.019',-0.695,-0.925
'0:00.022',-0.695,-0.905
'0:00.025',-0.695,-0.860
'0:00.028',-0.700,-0.830
'0:00.031',-0.710,-0.810
'0:00.033',-0.700,-0.795
'0:00.036',-0.700,-0.780
'0:00.039',-0.685,-0.780
'0:00.042',-0.680,-0.765
'0:00.044',-0.670,-0.770
'0:00.047',-0.670,-0.750
'0:00.050',-0.665,-0.765
'0:00.053',-0.665,-0.780
'0:00.056',-0.670,-0.760
'0:00.058',-0.675,-0.765
'0:00.061',-0.680,-0.760
'0:00.064',-0.695,-0.745
'0:00.067',-0.695,-0.740
'0:00.069',-0.695,-0.740
'0:00.072',-0.690,-0.730
'0:00.075',-0.695,-0.735
'0:00.078',-0.705,-0.750
'0:00.081',-0.705,-0.750
'0:00.083',-0.730,-0.760
'0:00.086',-0.745,-0.765
'0:00.089',-0.750,-0.765
'0:00.092',-0.770,-0.790
'0:00.094',-0.765,-0.770
'0:00.097',-0.790,-0.775
'0:00.100',-0.770,-0.755
'0:00.103',-0.780,-0.765
'0:00.106',-0.785,-0.770
'0:00.108',-0.790,-0.780
'0:00.111',-0.800,-0.785
'0:00.114',-0.815,-0.795
'0:00.117',-0.840,-0.805
'0:00.119',-0.860,-0.810
'0:00.122',-0.875,-0.825
'0:00.125',-0.895,-0.825
'0:00.128',-0.905,-0.825
'0:00.131',-0.885,-0.820
'0:00.133',-0.885,-0.810
'0:00.136',-0.870,-0.795
'0:00.139',-0.860,-0.790
'0:00.142',-0.855,-0.795
'0:00.144',-0.865,-0.810
'0:00.147',-0.875,-0.815
'0:00.150',-0.890,-0.830
'0:00.153',-0.910,-0.840
'0:00.156',-0.925,-0.855
'0:00.158',-0.940,-0.860
'0:00.161',-0.940,-0.850
'0:00.164',-0.950,-0.855
'0:00.167',-0.955,-0.850
'0:00.169',-0.965,-0.850
'0:00.172',-0.980,-0.835
'0:00.175',-0.975,-0.845
'0:00.178',-0.985,-0.860
'0:00.181',-1.005,-0.860
'0:00.183',-1.025,-0.890
'0:00.186',-1.040,-0.900
'0:00.189',-1.045,-0.915
'0:00.192',-1.065,-0.940
'0:00.194',-1.080,-0.935
'0:00.197',-1.100,-0.950
'0:00.200',-1.105,-0.940
'0:00.203',-1.120,-0.960
'0:00.206',-1.115,-0.970
'0:00.208',-1.115,-0.975
'0:00.211',-1.135,-1.005
'0:00.214',-1.145,-1.015
'0:00.217',-1.165,-1.025
'0:00.219',-1.165,-1.045
'0:00.222',-1.170,-1.065
'0:00.225',-1.175,-1.080
'0:00.228',-1.140,-1.075
'0:00.231',-1.125,-1.070
'0:00.233',-1.090,-1.075
'0:00.236',-1.075,-1.060
'0:00.239',-1.040,-1.060
'0:00.242',-1.010,-1.055
'0:00.244',-1.000,-1.045
'0:00.247',-0.960,-1.035
'0:00.250',-0.935,-1.025
'0:00.253',-0.920,-1.015
'0:00.256',-0.895,-1.005
'0:00.258',-0.865,-1.000
'0:00.261',-0.840,-0.975
'0:00.264',-0.830,-0.965
'0:00.267',-0.800,-0.945
'0:00.269',-0.765,-0.920
'0:00.272',-0.735,-0.900
'0:00.275',-0.695,-0.885
'0:00.278',-0.680,-0.885
'0:00.281',-0.660,-0.860
'0:00.283',-0.650,-0.870
'0:00.286',-0.655,-0.870
'0:00.289',-0.625,-0.860
'0:00.292',-0.620,-0.865
'0:00.294',-0.615,-0.850
'0:00.297',-0.620,-0.840
'0:00.300',-0.610,-0.835
'0:00.303',-0.605,-0.830
'0:00.306',-0.595,-0.830
'0:00.308',-0.595,-0.825
'0:00.311',-0.590,-0.830
'0:00.314',-0.590,-0.840
'0:00.317',-0.615,-0.840
'0:00.319',-0.620,-0.860
'0:00.322',-0.625,-0.860
'0:00.325',-0.625,-0.850
'0:00.328',-0.615,-0.855
